vi,cn
Kim cổ nhàn sầu bất trú lưu.,今古閒愁不住流。
"Sa chuỷ tàn lô phi bạch lộ,",沙嘴殘蘆飛白鷺，
Lũng đầu lạc nguyệt ngoạ hàn ngưu.,隴頭落月臥寒牛。
"Loạn sơn thuý tiếp cô thành mộ,",亂山翠接孤城暮，
Thuỷ trúc hàn sinh tiểu điếm thu.,水竹寒生小店秋。
"Tiễn nhĩ dã âu tuỳ thuỷ khứ,",羨爾野鷗隨水去，
Phù sinh lao lục kỷ thì hưu?,浮生勞碌幾時休？
"Vụ phất lam phiêu tích dạ âm,",​霧拂嵐飄積夜陰，
Hỷ kim bảo kính oánh thiên tâm.,喜今寶鏡瑩天心。
"Quang dao tuyết lĩnh thiên đôi ngọc,",光搖雪嶺千堆玉，
Ảnh xạ băng hà nhất đới kim.,影射冰河一帶金。
"Viên khuyết dĩ thời phân vọng sóc,",圓缺以時分望朔，
Thanh minh bất cải tự sơ kim.,清明不改自初今。
"Kinh bằng viễn nguyệt hà vi giả,",京朋遠月何爲者，
Viễn tái do truyền đoản địch âm.,遠塞猶傳短笛音。
"Viên môn hạ lệnh phát thiên quân,",轅門下令發千軍，
Tượng mã huyên điền mãn bắc tân.,象馬喧闐滿北津。
"Địch khái bất hiềm dương liễu vãng,",敵愾不嫌楊柳往，
Chiêu an chỉ tác thử miêu tuần.,招安只作黍苗巡。
"Thu phòng vĩnh triệt vô tân sở,",秋防永撤無新楚，
Xuân noãn thiêm vinh hữu phiến cân.,春暖添榮有扇巾。
"Tuyên bố giáo thanh thần tử chức,",宣布教聲臣子職，
Nguyện tương cam vũ nhuận sơn dân.,願將甘雨潤山民。
"Tứ cố lư diêm cảnh nhập đồ,",四顧閭閻景入圖，
Mang mang dã thuỷ nhất hoành chu.,茫茫野水一橫舟。
"Kính hàm Hán biểu nghi hà lạc,",鏡涵漢表疑霞落，
Bi dũng ba gian kiến thạch phù.,碑湧波間見石浮。
"Chinh bái vị thừa thiên tử chiếu,",征旆爲承天子詔，
Nghễ diêu chỉ giải tướng quân du.,睨軺只解將軍遊。
"Đăng cao án kiếm thư trường diểu,",登高按劍舒長眺，
Vạn lĩnh vân biên thị thượng du.,萬嶺雲邊是上游。
"Đoán tri không hữu bất tương sa,",斷知空有不相差，
Sinh tử nguyên tòng nhất phái ba.,生死原從一派波。
"Tạc dạ nguyệt minh kim dạ nguyệt,",昨夜月明今夜月，
Tân niên hoa phát cố niên hoa.,新年花發故年花。
"Tam sinh thúc hốt chân phong chúc,",三生倏忽真風燭，
Cửu giới tuần hoàn thị nghĩ ma.,九界循環是蟻磨。
"Hoặc vấn như hà vi cứu cánh,",或問如何為究竟，
Ma-ha bát nhã tát-bà-ha.,摩訶般若薩婆訶。
"Thiên tượng phân minh tán hiểu hà,",天象分明散曉霞，
Cố linh kỵ mã nhập kinh hoa.,故令騎馬入京華。
"Vân khai xương hạp tam thiên trượng,",雲開閶闔三千丈，
Vụ ám lâu đài bách vạn gia.,霧暗樓台百萬家。
"Hàn tận cung hoa sơ trước nhị,",寒盡宮花初著蕊，
Xuân thâm quan liễu dĩ tàng nha.,春深官柳已藏鴉。
"Thái bình khí tượng kim như thử,",太平氣象今如此，
Thuỷ tín hoàng đồ phúc vị nhai.,始信皇圖福未涯。
"Thao Giang nhất biệt ý du du,",洮江一別意悠悠，
Bôi tửu luận văn ức cựu du.,杯酒論文憶舊遊。
"Đông Ngạn mai hoa tình ánh lãm,",東岸梅花晴映纜，
Bình Than nguyệt sắc viễn tuỳ châu.,平灘月色遠隨舟。
"Trình Công thế thượng vô song sĩ,",程公世上無雙士，
Hà Lão triều trung đệ nhất lưu.,何老朝中第一流。
"Linh các tưởng ưng thanh thoại xứ,",鈴閣想應清話處，
Thiên nhai khẳng niệm cố nhân phầu?,天涯肯念故人不。
"Ức tích tao phùng Nhị thuỷ biên,",憶昔遭逢珥水邊，
Lưỡng sàng đăng hộ tất sơ liên.,兩床燈戶膝初連。
"Thanh sam các tẩu hồng trần lý,",青衫各走紅塵裡，
"Lục mấn tương khan bạch tửu tiền,",綠鬢相看白酒前。
"Vi nguyệt cần phong kim dị điệu,",薇月芹風今異調，
Nghiễn kỳ điện cổn cựu đồng niên.,硯旗殿袞舊同年。
"Ân cần biệt hậu tu tiên sách,",慇懃別後須鞭策，
Thánh chúa phương kim chính cấp hiền.,聖主方今正急賢。
"Nhất cung sơn thượng trụ vân yên,",一笻山上柱雲煙，
Hồi thủ trần ai lộ cách thiên.,迴首塵埃路隔千。
"Vũ hậu tuyến thanh lưu thốc thốc,",雨後線聲流簌簌，
Thiên tình lam khí tịnh quyên quyên.,天晴嵐氣靜涓涓。
"Bách niên phù thế nhân giai mộng,",百年浮世人皆夢，
Bán nhật thâu nhàn ngã diệc tiên.,半日偷閒我亦仙。
"Hứng khứ dục lai tăng viện túc,",興去欲來僧院宿，
Hôn chung thôi nguyệt quải phong tiền.,昏鍾催月掛峰前。
"Khách lai vô tửu, tửu vô tiền,",客來無酒酒無錢，
Na đắc Trường An xuất lễ tuyền.,那得長安出醴泉。
"Quan xá như băng hư lý bạch,",官舍如冰虛裏白，
Thần tâm tự thuỷ đạm trung huyền.,臣心似水淡中玄。
"Tuý Ông bất tại thuần giai thú,",醉翁不在蓴皆趣，
Tri kỷ tương phùng trúc vị hiền.,知己相逢竹未賢。
"Khước tiếu thi hoài cùng ích tráng,",卻笑詩懷窮益壯，
Thôi xao do tự học Thanh Liên.,推敲猶自學青蓮。
"Tài hoa bất trị bán văn tiền,",才華不值半文錢，
Hạnh đắc sinh lai đáo tửu tuyền.,幸得生來到酒泉。
"Tiết giới thanh minh hoằng nhất bích,",節屆清明泓一碧，
Tâm an đạm bạc án tam huyền.,心安淡薄案三玄。
"Vô năng nghễ thế đàm hào kiệt,",無能睨世談豪傑，
Do khả phi thư đối thánh hiền.,猶可披書對聖賢。
"Ngọc tỉnh đình hàm xuân thuỷ tú,",玉井停涵春水秀，
Hà phương gián thực Đĩnh Chi liên.,何妨間植挺之蓮。
"Đoàn thành lộ xuất thương giang tân,",團城路出滄江津，
Vãn độ thương giang yết sứ quân.,晚渡滄江謁使君。
"Tằng thị sứ quân thù xướng địa,",曾是使君酬唱地，
Huề tương thi thảo khởi du nhân.,攜將詩草起遊人。
"Du nhân khán bão Lạng thành quy,",遊人看飽諒城歸。
Nang thác khinh khinh thặng hữu thi.,囊橐輕輕剩有詩。
"Quán thức giang sơn chân thị phúc,",慣識江山真是福，
Thử hoài hoàn dữ sứ quân tri.,此懷還與使君知。
"Sơn thế quần long ngoạ bích ba,",山勢群龍臥碧波，
Ngã lai nhất phỏng thướng tha nga.,我來一訪上嵯峨。
"Không trung hữu các khan nhân tiểu,",空中有閣看人小，
Tĩnh lý tham thiền phạ khách đa.,靜裡參禪怕客多。
"Lý hậu kim thân hồn mộc ngẫu,",李后金身渾木偶，
Lê tiền thạch kệ bán đài hoa.,黎前石碣半苔花。
"Lão tăng vô nại thôi di kiếp,",老僧無奈推移劫，
"Khổ đạo đông, tây bác cổ gia.",苦道東西博古家。
"Lâm giang cổ tự tịch hiêu trần,",臨江古寺寂囂塵，
Ma tẩy tàn bi nhận vị chân.,摩洗殘碑認未真。
"Trúc viện vân âm mai hạc túc,",竹院雲陰梅鶴宿，
Tùng môn nguyệt sắc toả long lân.,松門月色瑣龍鱗。
"Mang trung du khách nan thính pháp,",忙中游客難聽法，
Loạn hậu sơn tăng quán tự bần.,亂後山僧慣自貧。
"Sạ đáo thiền quan tâm nhập định,",乍到禪關心入定，
Mạc hiềm kiếm sách vị ly thân.,莫嫌劍策未離身。
"Thần tích phi lai kỷ bách xuân,",神錫飛來幾百春，
Bảo Lâm hương hoả khế tiền nhân.,寶林香火契前因。
"Hàng long phục hổ cơ hà diệu,",降龍伏虎機何妙，
Vô thụ phi đài ngữ nhược tân.,無樹非臺語若新。
"Điện trắc khởi lâu tàng Phật bát,",殿側起樓藏佛缽，
Kham trung di tích thuế chân thân.,龕中遺跡蛻真身。
"Môn tiền nhất phái Tào Khê thuỷ,",門前一派漕溪水，
Tẩy tận nhân gian kiếp kiếp trần.,洗盡人間劫劫塵。
"Sơ vĩ trường đê nhiễu đoản ly,",疏葦長堤繞短籬，
Nhật lai hồ thượng khiếm chi ly.,日來湖上欠支離。
"Âu biên nhân lập thành âm vãn,",鷗邊人立城陰晚，
Liễu ngoại hoa minh thuỷ tịnh thì.,柳外花明水淨時。
"Thế sự phân phân kinh quyện nhãn,",世事紛紛驚倦眼，
Khách hoài thảo thảo thuyết tân thi.,客懷草草說新詩。
"Hoang từ vi hỷ Văn Ông tiếu,",荒詞為喜文翁笑，
Hảo lỗi can khương nhất phiến bi.,好酹幹薑一片碑。
"Xuân phong đảo ngã lục linh biều,",春風倒我醁醽瓢，
Minh nguyệt tuỳ quân quế trạo diêu.,明月隨君桂棹遙。
"Thân xá hảo tuần ôn thanh hậu,",親舍好循溫清候，
Thế đồ cam tá lợi danh tiêu.,世途甘卸利名鑣。
"Vân sơn tạc mộng tầm hương lý,",雲山昨夢尋鄉里，
Hồ hải tư du cách thị triều.,湖海茲遊隔巿朝。
"Hậu dạ tương tư vô mịch xứ,",後夜相思無覓處，
Nam vân tường nhạn chính phiêu phiêu.,南雲翔雁正飄飄。
"Khúc lan can ngoại bạch vân phi,",曲欄杆外白雲飛，
Thượng giới lâu đài khám thuỷ mi.,上界樓臺瞰水湄。
"Hương triện hốt tàn tăng định bãi,",香篆忽殘僧定罷，
Chung thanh bất động hạc miên trì.,鐘聲不動鶴眠遲。
"Giang sơn tín mỹ phi ngô thổ,",江山信美非吾土，
Trượng lũ trùng lai hựu kỷ thì.,杖屨重來又幾時。
"Hổ khiếu long ngâm hồn tịch mịch,",虎嘯龍吟渾寂寞，
Du nhân không đả Lý Ung bi.,遊人空打李邕碑。
"Nhiếp giáo tam niên quan xá vô,",攝教三年官舍無，
Dân gia khách phố bão kiều cư.,民家客舖飽僑居。
"Minh luân đường vũ kinh doanh thuỷ,",明倫堂宇經營始，
Dạ tức mao đình phác trác sơ.,夜息茅亭樸斲初。
"Vị cập bán sàng thinh dạ vũ,",未及半床聽夜雨，
Khả liên nhất cự cánh yên khư.,可憐一炬更煙墟。
"Không dư đề vịnh thi thiên tại,",空餘題詠詩篇在，
Cảm cựu linh nhân phú Tử Hư.,感舊令人賦子虛。
"Sơn vân tước lược ngạn hoa minh,",山雲削略岸花明，
Kiến thuyết Dương Phi thử địa sinh.,見說楊妃此地生。
"Tự thị cử triều không lập trượng,",自是舉朝空立仗，
Uổng giao thiên cổ tội khuynh thành.,枉教千古罪傾城。
"Tiêu tiêu Nam Nội bồng cao biến,",簫簫南內蓬篙遍，
Mịch mịch Tây Giao khâu lũng bình.,寞寞西郊丘隴平。
"Lang tạ tàn hồng vô mịch xứ,",狼藉殘紅無覓處，
Đông phong thành hạ bất thăng tình.,東風城下不勝情。
"Bán sinh trần thổ phụ đăng lâm,",半生塵土負登臨，
Quang cảnh tha đà tiện đáo câm.,光景蹉跎便到今。
"Phù thế bách niên chân nhất thuấn,",浮世百年真一瞬，
Cổ nhân phiến lạc trị thiên câm.,古人片樂值千金。
"Tiền xuyên ngọ nhật bàng hoa hứng,",前川午日傍花興，
Nghi thuỷ xuân phong dữ vật tâm.,沂水春風與物心。
"Ngưỡng chỉ cao sơn hoài nẵng triết,",仰止高山懷曩哲，
Giản hà lộ thứ chính u tầm.,澗河路次正幽尋。
"Loạn hậu trùng tầm đáo Phổ Minh,",亂後重尋到普明，
Viên hoa dã thảo cựu nham quynh.,園花野草舊巖扃。
"Bi văn bác lạc hoà yên bích,",碑文剝落和煙碧，
Phật nhãn thê lương chiếu dạ thanh.,佛眼淒涼照夜清。
"Pháp giới ưng đồng thiên quảng đại,",法界應同天廣大，
Hương nhân do thuyết địa anh linh.,鄉人猶說地英靈。
Liêu liêu cổ đỉnh kim hà tại?,寥寥古鼎今何在，
Thức đắc vô hình thắng hữu hình.,識得無形勝有形。
"Mạc bả kim du thắng tích du,",莫把今遊勝昔遊，
Ngô nhân lạc xứ thị La Phù.,吾人樂處是羅浮。
"Bất năng lãng tích yêm trường hạ,",不能浪迹淹長夏，
Vô nại khanh tình phó vãn thu.,無奈卿情赴晚秋。
"Bách thảo tùng trung thi lễ địa,",百草叢中詩禮地，
Ngũ vân thâm xứ đế vương châu.,五雲深處帝王州。
"Đô lai giải cấu phi dung dị,",都來邂逅非容易，
Đãn tá thiền phi tác Quách chu.,但借禪扉作郭舟。
"Cảnh sắc tiên minh thảo thụ phồn,",景色鮮明草樹繁，
Lâu đài yểm ánh bạn sơn môn.,樓臺晻映伴山門。
"Lâm thanh loạn ứng chung thanh tế,",林聲亂應鐘聲細，
Giản thuỷ tiềm thông tỉnh thuỷ ôn.,澗水潛通井水溫。
"Bách bộ cầm sinh xuy trúc lạc,",百步禽笙吹竹落，
Nhất xoang mục địch hưởng tùng hiên.,一腔牧笛響松軒。
"Phỏng tăng tịch mịch tri hà xứ,",訪僧寂寞知何處，
Mãn viện đào hoa tiếu bất ngôn.,滿院桃花笑不言。
"Tiên quận danh sơn đệ nhất san,",仙郡名山第一山，
Tương truyền tiên cảnh tại nhân gian.,相傳仙境在人間。
"Tiều kha thặng thử cô thôn tại,",樵柯剩此孤村在，
Kỳ cục dung ngô nhất toạ nhàn.,棋局容吾一坐閒。
"Cố miện nhãn cơ không thế giới,",顧眄眼幾空世界，
Tiếu đàm thanh dục triệt vân đoan.,笑談聲欲徹雲端。
"Hà tu cánh thuyết Từ công sự,",何須更說徐公事，
Dữ ngã đăng lâm diệc tể quan.,與我登臨亦宰官。
"Dao duệ chung thanh hà xứ thiên,",搖曳鐘聲何處天，
Từ Hàng phạm vũ liễu ngưng yên.,慈航梵宇柳凝煙。
"Tùng phong tảo viện thanh thiền vị,",松風掃院清禪味，
Trúc vũ sư song tịnh dục duyên.,竹雨篩窗淨欲緣。
"Bình đới túc hương hoa vị sáp,",瓶帶宿香花未插，
Lô thiêu tân thán hạc do miên.,鑪燒新炭鶴猶眠。
"Kim triêu nhược liễu bình sinh sự,",今朝若了平生事，
Ưng giả Từ Hàng hoán ngọc tiên.,應假慈航換玉鞭。
"Nhân long hoá khứ hiện thần long,",人龍化去現神龍，
Tiễu thạch lâm lưu miện Hán Trung.,峭石臨流眄漢中。
"Bắc hướng trầm cơ khu nhạn trận,",北向沉機驅雁陣，
Đông thôn dư nộ dịch độn phong.,東吞餘怒役盹風。
"Đỉnh phân vô lực tranh thương hạo,",鼎分無力爭蒼昊，
Miếu tự hà tâm ỷ bích không.,廟祀何心倚碧空。
"Tùng bách y hi khuynh cái nhật,",松柏依稀傾蓋日，
Hành dương thu thuỷ chiếu cô trung.,衡陽秋水照孤忠。
"Đan tâm nhất điểm tự bình sinh,",丹心一點自平生，
Thuỳ bả vô trường nhập phẩm bình?,誰把無腸入品評？
"Thảo dã thử thân nguyên hữu dụng,",草野此身原有用，
Giang sơn đáo xứ tận hoành hành.,江山到處盡橫行。
"Huyền hoàng mãn phúc văn tâm nhuận,",玄黃滿腹文心潤，
Qua giáp đương đồ võ lược tinh.,戈甲當途武畧精。
"Tứ hải chính đương cơ khát vọng,",四海正當饑渴望，
Quân như bất xuất thục điều canh!,君如不出熟調羹！
"Tổn ích tương hồi, đạo dũ tôn,",損益相回道愈尊，
Ngô nhân tố tự hữu uyên nguyên.,吾人素自有淵源。
"Xuân dung cựu phán hoàn quan thính,",春融舊泮環觀聽，
Thời tập tân quy trọng thảo luân.,時習新規重討論。
"Lậu hạng đa niên phi sĩ vọng,",漏巷多年蜚士望，
Đại đình chỉ nhật đối vương ngôn.,大庭指日對王言。
"Thiên tâm tương khải văn minh vận,",天心將啟文明運，
Ngũ dạ Khuê tinh xán học môn.,五夜圭星燦學門。
"Hạo khí phù không cảnh vật thù,",灝氣浮空景物殊，
Điệu phu báo đạo thị giang Châu.,掉夫報道是江州。
"Nghinh phong đình hữu y nhai lộ,",迎風亭有依崖路，
Đắc nguyệt hiên đa chẩm thuỷ lưu.,得月軒多枕水流。
"Hồng liệu đinh thu ngư tử võng,",紅蓼汀收漁子網，
Lục dương tân tang giả nhân san.,綠楊津桑賈人珊。
"Thực đoan hành sắc tương chiêu dẫn,",實端行色相招引，
Liêu vi đình kiêu tác thắng du.,聊為停橈作勝遊。
"Tinh phiếm Thái Bình tân,",星泛太平津，
Vi tòng triều bán lạc.,微從潮半落。
"Nguyệt chử bích yên lung,",月渚碧煙籠，
Sương đinh hồng diệp bạc.,霜汀紅葉薄。
"Giang sơn bút hữu thần,",江山筆有神，
Thánh hiền tửu phi ác.,聖賢酒非惡。
"Khinh khinh tố Hán tra,",輕輕溯漢槎，
Kiểu kiểu thừa phong hạc.,矯矯乘風鶴。
"Nhất lộ thản nhiên bình,",一路坦然平，
Bình an nhật hoàn tạc.,平安日還昨。
"Ức tích ngô ông tạ lão thì,",憶昔吾翁謝老時，
Phiêu phiêu bồ tứ thử giang my.,飄飄蒲駟此江湄。
"Tiên chu kích thuỷ thần long đấu,",仙舟激水神龍鬥，
Bảo cái phù không thuỵ hạc phi.,寶蓋浮空瑞鶴飛。
"Nhất tự y thường vô mịch xứ,",一自衣裳無覓處，
Lưỡng đê yên thảo bất thăng bi.,兩隄煙草不勝悲。
"Bách niên đa thiểu thương tâm sự,",百年多少傷心事，
Cận nhật Trường An đại dĩ phi.,近日長安大已非。
"Giang Đình độc lập sổ quy châu,",江亭獨立數歸舟，
Phong cấp than tiền nhất địch thu.,風急灘前一笛秋。
"Tà nhật ngâm tàn hồng đạm đạm,",斜日吟殘紅淡淡，
Mộ thiên vọng đoạn bích du du.,暮天望斷碧悠悠。
"Công danh dĩ lạc hoang đường mộng,",功名已落荒唐夢，
Hồ hải liêu vi hãn mạn du.,湖海聊為汗漫遊。
"Tự khứ tự lai hồn bất quản,",自去自來渾不管，
Thương ba vạn khoảnh tiện phi âu.,滄波萬頃羨飛鷗。
"Trường giang cổn cổn phiến phàm đông,",長江滾滾片帆東，
Hải khoát thiên cao vọng mạc cùng!,海闊天高望莫窮。
"Giáp ngạn thuyền song thanh thảo vũ,",夾岸船窗青草雨，
Tiền sa trạo ảnh bạch tần phong.,前沙棹影白蘋風。
"Bách niên hào kiệt chiến tranh địa,",百年豪傑戰爭地，
"Vạn cổ sơn hà đới lệ công,",萬古山河帶礪功。
Bằng trượng tân thi tác đồ chí.,憑仗新詩作圖誌，
Hành quan tứ hải quĩ văn đồng.,行觀四海軌文同。
"Hồ hải sơ tâm vị thuỷ ma,",湖海初心未始磨，
Quang âm như tiễn hựu như thoa.,光陰如箭又如梭。
"Thanh phong minh nguyệt sinh nhai túc,",清風明月生涯足，
Lục thuỷ thanh sơn hoạt kế đa.,綠水青山活計多。
"Hiểu quải cô phàm lăng hãn mạn,",曉掛孤帆淩汗漫，
Vãn hoành đoản địch lộng yên ba.,晚橫短笛弄煙波。
"Tạ Tam kim dĩ vô tiêu tức,",謝三今已無消息，
Lưu đắc không thuyền các thiển sa.,留得空船閣淺沙。
"Tự cổ Hồng Đô xưng thắng địa,",自古洪都稱勝地，
Kim triêu khách lý tạm tương qua.,今朝客裡暫相過。
"Yên thu Nam Phố tình quang hảo,",煙收南浦晴光好，
Nhật lạc Tây Sơn mộ cảnh gia.,日落西山暮景佳。
"Cáo kiết thành phong liên tục bạc,",告訐成風憐俗薄，
Từ chương hữu học trúng khoa đa.,詞章有學中科多。
"Tinh Dương thiết trụ kim do tại,",旌揚鐵柱今猶在，
Bi khắc thiên niên tiển dĩ hoa.,碑刻千年蘚已花。
"Vạn khoảnh yên ba tẩm bích liên,",萬頃煙波浸碧漣，
Bình phân sơn sắc hốt du nhiên.,平分山色忽悠然。
"Thương mang vọng ngoại trùng sơn nhạc,",蒼茫望外重山岳，
Oánh khiết hồ trung nhất thuỷ thiên.,瑩潔壺中一水天。
"Đào độ phong cao ngư phố địch,",桃渡風高漁浦笛，
Hàn sa nhật đạm viễn thôn yên.,寒沙日淡遠村煙。
"Thanh quang nhãn khoát nùng ngâm hứng,",清光眼豁濃吟興，
Bán bức vân hà chiếu viễn biên.,半幅雲霞照遠邊。
"Tây lân thôn hạng cách đông lân,",西鄰村巷隔東鄰，
Kê khuyển tương văn cận yếu tân.,雞犬相聞近要濱。
"Hải yến nhật tà đê lộng ảnh,",海燕日斜低弄影，
Giang hoa phong tế viễn tuỳ nhân.,江花風細遠隨人。
"Đạo phùng mai vũ liên vân thục,",稻逢梅雨連雲熟，
Tàm đáo tang thiên trước diệp tân.,蠶到桑天著葉新。
"Khước tiếu ngâm ông tham thắng thưởng,",卻笑吟翁貪勝賞，
Ngọc kinh quy trạo dĩ kiêm tuần.,玉京歸棹已兼旬。
"Hành sắc thương mang tuế chính lan,",行色蒼芒歲正闌，
Tiêu tiêu phong tuyết biệt ly gian.,簫簫風雪別離間。
"Sơn trùng thuỷ phục khách trình viễn,",山重水復客程遠，
Đông tận xuân sinh thiên đạo hoàn.,冬盡春生天道還。
"Vạn sự vô tâm tuỳ tiết biến,",萬事無心隨節變，
Thử sinh nhâm vận cánh thuỳ ban.,此生任運更誰班。
"Phụng thành nhị nguyệt hoa như hải,",鳳城二月華如海，
Chuẩn nghĩ thiều quang nhất phá nhan.,準擬韶光一破顏。
"Hoàng hoa thu sắc nhất thiên tình,",黃花秋色一天晴，
Giang tự chiêu yêu tản bộ hành.,江寺招邀散步行。
"Cận thuỷ lâu cao chung ảnh tế,",近水樓高鍾影細，
Nghênh hy đạo khiết lý trần khinh.,迎曦道潔履塵輕。
"Ngũ niên du tử tiền phiên huống,",五年遊子前番況，
Thất cổn cao tăng thử dạ tình.,七袞高僧此夜情。
"Nhất ấp nhược tương từ tín túc,",一揖若將辭信宿，
Thôi xao vị hứa định quan quynh.,推敲未許定關扃。
"Quang phong sương nguyệt khoát khâm hoài,",光風霜月豁襟懷，
Nam cảnh tinh trì ngọc tiết lai.,南境星馳玉節來。
"Lễ tự kính tân chân ý phát,",禮自敬賓真意發，
Nhân tòng ái vật chí thành khai.,仁從愛物至誠開。
"Đức triêm bách tính dư ba nhuận,",德沾百姓餘波潤，
Khí áp quần phong chướng vụ tồi.,氣壓群峰障霧摧。
"Trực đãi nham lang điều đỉnh thực,",直待岩廊調鼎實，
Long đông tùng bách tuyết tiền mai.,隆冬松柏雪前梅。
"Trung thiên nhật nguyệt phổ quang minh,",中天日月普光明，
Tiểu quốc kỳ thân tựu vọng tình.,小國期伸就望情。
"Điều đệ khai sơn thiên vạn lý,",迢遞開山千萬里，
Khách trình hà nhật đáo Thần Kinh.,客程何日到神京。
"Ấp Giang nhất phái dư ba tại,",邑江一派餘波在，
Tuyên Lĩnh thiên niên chính khí tồn.,鐫嶺千年正氣存。
"Diệt tặc công cao đương đại ngưỡng,",滅賊功高當代仰，
Cùng bi trường đối thử càn khôn.,窮碑長對此乾坤。
"Độc hữu hành hàng việt mạch thiên,",獨有行行越陌阡，
Bình vu nhất vọng tứ mang nhiên.,平蕪一望思茫然。
"Thế đồ bán hợp bán năng hợp,",世途半合半能合，
Sơn sắc như liên như bất liên.,山色如連如不連。
"Lâm ngạn tiên đăng tư hữu đạo,",臨岸先登思有道，
Quá hà dục tế tích vô thuyền.,過河欲濟惜無船。
"Đào nguyên tiên khách tri hà xứ,",桃原僊客知何處，
Vô số đào hoa lạc động biên.,無數桃花落洞邊。
"Cầm thư tẩu biến bắc nam trình,",琴書走遍北南程，
Hựu phụ công xa thướng đế kinh.,又附公車上帝京。
"Cảm hướng uý đồ tranh tiệp bộ,",敢向畏途爭捷步，
Thác tương tiểu nghệ khởi phù danh.,錯將小藝起浮名。
"Bôi trung thiên địa kỳ hoài khoát,",杯中天地奇懷闊，
Mã thủ giang sơn lão nhãn minh.,馬首江山老眼明。
"Trịnh trọng liễu đình nhất huy thủ,",鄭重柳亭一揮手，
Luận văn hậu hội thả chu tinh.,論文後會且週星。
"Lục thập lão nhân cân lực suy,",六十老人筋力衰，
Cứ an bị giáp tật như phi.,據鞍被甲疾如飛。
"Điện đình chỉ bác quân vương tiếu,",殿庭只博君王笑，
Hương lý ninh tri huynh đệ bi.,鄉里寧知兄弟悲。
"Đồng trụ cận năng khi Việt nữ,",銅柱僅能欺越女，
Châu xa tất cánh luỵ gia nhi.,珠車畢竟累家兒。
"Tính danh hợp thướng Vân Đài hoạ,",姓名合上雲臺畫，
Do hướng Nam trung sách tuế thì.,猶向南中索歲時。
Viêm viêm cửu thổ chính tiêu tầm.,炎炎九土正焦燖，
Nhất vũ hoàng thiên phổ trạch thâm.,一雨皇天普澤深。
"Thỉnh tội quốc tương hành thịnh đảo,",請罪國將行盛禱，
Sơ hoà dân dĩ giáp hoan tâm.,初和民已浹歡心。
"Ngoạ long tự thị nhân gian vật,",臥龍自是人間物，
Tiêu tượng năng vi tuế hạn lâm.,肖象能為歲旱霖。
"Tỉ thị bộc uông hà dụng giả,",徙巿暴尪何用者，
Chí thành cảm triệu cổ do câm.,至誠感召古猶今。
"Cố viên loạn hậu hữu tiên lư,",故園亂後有先廬，
Lục tuế nhi đồng phả ái thư.,六歲兒童頗愛書。
"Đề điểu lạc hoa thâm hạng vĩnh,",啼鳥落花深巷永，
Lương phong tàn mộng ngọ song hư.,涼風殘夢午窗虛。
"Tâm tòng nhàn xứ thiên ưu thất,",心從閒處千憂失，
"Học đáo sung thời tứ thể thư,",學到充時四體舒。
"Trục vật lao nhân hưu ngộ ngã,",逐物勞人休誤我，
An nhân chí dĩ toại u cư.,安仁志已遂幽居。
"Lục đào đê ảnh liễu thuỳ âm,",綠桃低影柳垂陰，
Hách hách càn khôn thử nhật lâm.,赫赫乾坤暑日臨。
"Thiên khí uất chưng thang phí đỉnh,",天氣欝蒸湯沸䁀，
Nhật quang thiểm thước hoả lưu câm.,日光閃爍火流金。
"Ninh thân đạo tại Hoàng Hương chẩm,",寧親道在黃香枕，
Phụ vật công quy Đế Thuấn cầm.,阜物功歸帝舜琴。
"Kế thuỷ tiêu văn thanh đáo cốt,",薊水颷紋清到骨，
Thu cô mạc động Thiếu Lăng ngâm.,秋菰莫動少陵吟。
"Thị Phan gia tử, Ngô gia sanh,",是潘家子吾家甥，
Tằng tại Trung châu quán tính danh.,曾在中州慣姓名。
"Hoa quốc văn chương giai tả khoán,",華國文章皆左券，
Giao lân quan cái tức am trình.,交鄰冠蓋即諳程。
"Tinh sà tục tráng tiền du phả,",星槎續壯前遊譜，
Long Động tăng quang thử thứ hành.,龍峒增光此次行。
"Tảo trữ công hoàn mông dị ốc,",早佇公完蒙異渥，
Lạc đồng bả trản thướng ban đình.,樂同把盞上班庭。
"Ngọc Nữ sơn tiền tống nhạn quy,",玉女山前送雁歸，
Xuân phong xuy vũ mãn thiên phi.,春風吹雨滿天飛。
"Liễu dao tuyệt tái tinh kỳ ám,",柳搖絕塞旌旗暗，
Hoa lạc tàng thành cổ giác hy.,花落藏城鼓角希。
"Úc viễn sa đình tân tuế tửu,",鬱遠扠停新歲酒，
Đăng cao tần thấp di hương y.,登高頻濕移鄉衣。
"Tây chinh bát tuấn âm trầm đoạn,",西征八駿喑沉斷，
Đỗ Vũ thành trung độc yểm phi.,杜宇城中獨掩扉。
"Đế hương sơn thuỷ hạo man man,",帝鄉山水浩漫漫，
Lệ lạc tinh kỳ kiến Hán quan.,淚落旌旗見漢關。
"Xã tắc chí kim lao thạch mã,",社稷至今勞石馬，
Phong vân hà lộ ủng kim loan.,風雲何路擁金鑾。
"Đẩu ngưu thiên ngoại cô tra viễn,",斗牛天外孤槎遠，
Sa thảo thành biên hiểu giác hàn.,沙草城邊曉角寒。
"Không phú Đăng lâu sầu cực mục,",空賦登樓愁極目，
Ngũ lăng yên thụ tiếp Trường An.,五陵煙樹接長安。
