vi,cn
Soán đồ ngao ngao.,選徒囂囂。
Âm lăng thất đạo phi thiên vong.,陰陵失道非天亡。
"Gia gia dưỡng tử học canh chức,",家家養子學耕織，
Hưu chiêu nhàn khách dạ tham kỳ.,休招閑客夜貪棋。
Ưng chiếu ly nhân trang kính đài.,應照離人妝鏡臺。
"Tư quân như dạ chúc,",思君如夜燭，
"Bình sinh vị báo ân,",平生未报恩，
"Ánh môn Hoài thuỷ lục,",映門淮水綠，
Trung hữu lý ngư trường thả phì.,中有鯉魚長且肥。
Hoán khởi nam vân nhiễu Vân Mộng.,喚起南雲繞雲夣。
Giản ty luyện tuyến hồng lam nhiễm.,揀絲練線紅藍染。
Phi lai phi khứ công tử bàng.,飛來飛去公子傍。
Mạc uý liên chu trọng.,莫畏蓮舟重。
"Ủng bị nghễ thuyền song,",擁被睨船窗，
Tần vương học sĩ thời nan tiện.,秦王學士時難羨。
"Nãi uỷ bí chỉ sách, túng mã chi sở chi.",乃委轡止策，縱馬之所之。
"Thiên duyên dẫn thân, bất khả thân phụ.",遷延引身，不可親附。
Thâm lâm hữu hổ ban mao thành.,深林有虎斑毛成。
Miên miên trùng điệp thiên hồi trường.,綿綿重疊千回腸。
Lạn kỳ doanh môn.,爛其盈門。
"Ký nhiên tương tư nhạ nhân sầu,",既然相思惹人愁，
Khởi hữu tụng khúc?,豈有訟曲？
"Hữu thám kỳ diệp,",有嗿其饁，
Quần công thuỳ nhượng vị?,群公誰讓位，
Yêu yêu thâm thảo lý.,喓喓深草裏。
"Ngọc hoàng lãnh thủ hứa quy khứ,",玉皇領首許歸去，
"Phi Duệ Phương Mao tài cập Hoán,",丕睿芳髦才及奐，
Do đắc đồng lưu đồng thanh.,猶得同流同清。
Ốc hạ nhất tùng nhưng phú cốc.,屋下一松仍覆谷。
Tam nguyệt xuân hàn tuyết tác hoa.,三月春寒雪作花。
Thái tang nhi nữ hống như thị.,採桑兒女哄如市。
Thiên địa bất thác.,天地不錯。
Thực tạ Nghiêm quân mại bốc tiền.,實藉嚴君賣卜錢。
"Lại hữu tàn đăng hoả,",賴有殘燈火，
"Lãng Bạc ta diên truỵ,",浪泊嗟鳶墜，
"Hoàn vọng cố hương,",還望故鄉，
Độc vãng hoàn trù trướng.,獨往還惆悵。
"Sơ nhân tị địa khứ nhân gian,",初因避地去人間，
"Địch công chấp chính tại mạt niên,",狄公執政在末年，
"Thiên nhai hải giác mang mang lộ,",天涯海角茫茫路，
Tuyến nhuyễn hoa hư bất thắng vật.,線軟花虛不勝物。
"Giang thượng nhân gia đào thụ chi,",江上人家桃樹枝，
"Vọng Sở dữ Đường,",望楚與堂，
Tứ mã ký hiền.,四馬既閑。
"Đại điểu hà minh,",大鳥何鳴，
"Khúc bãi tằng giao thiện tài phục,",曲罷曾教善才服，
"Do khủng ân tình vị thậm kiên,",猶恐恩情未甚堅，
Giáp quang hướng nhật kim lân khai.,甲光向日金鱗開。
Dĩ thị Kim hà vạn lý sương.,已是金河萬里霜。
Loạn huống tư tước.,亂況斯削。
"Sử lục quốc các ái kỳ nhân, tắc túc dĩ cự Tần,",使六國各愛其人、則足以拒秦、
"Mãn mục vô tương thức,",滿目無相識，
Tố Đông Triều đầu.,溯東潮頭。
Dĩ tặng Thân Bá.,以贈申伯。
Chỉ hộ vân song phiến phiến hồ.,紙護雲窗片片糊。
Tạm vi nhiễu lan khuê.,暫爲遶蘭閨。
"Khinh chu nam xá khứ,",輕舟南垞去，
Hạ hữu Trường An đạo.,下有長安道。
Thái chi hanh chi.,采之亨之。
"Đại tỉ nhân tự cử,",大比因自舉，
Tứ vu thì Hạ.,肆于時夏。
Đào hoa như vũ xuy đông phong.,桃花如雨吹東風。
Vạn thọ vô cương.,「萬壽無疆」。
Tại gia nhật thiểu hành lộ đa.,在家日少行路多。
Nhất đoạn thê lương động lâm hác.,一段悽涼動林壑。
"Sóc phong thiên lý kinh,",朔風千里驚，
Viễn trấn Ba Khâu;,遠鎮巴丘；
Phúc nhân uân nhi thúc trở.,復氤氳而倏阻。
"Tự tỉnh du tuyền thạch,",自省遊泉石，
Thác vi ba nhi thông từ.,托微波而通辭。
Oanh kỳ minh hỹ.,嚶其鳴矣，
"Thụ Ân thiên hạ,",授殷天下，
Vạn thuỷ cổn cổn giai triều đông.,萬水滾滾皆朝東。
Hạ hữu nhất song ngư.,下有一雙魚。
Ngôn thái kỳ tang.,言采其桑。
"Giang thiên nhất sắc vô tiêm trần,",江天一色無纖塵，
"Thiên Tân kiều hạ dương xuân thuỷ,",天津橋下陽春水，
Đương thời kiến hổ đắc vô bố.,當時見虎得無怖，
"Thấp hữu trường sở,",隰有萇楚，
"Xuất động vô luận cách sơn thuỷ,",出洞無論隔山水，
Thuỳ năng phanh ngư?,誰能亨魚，
"Chi kim lưu khứ nan vi tình,",祗今留去難為情，
Linh lộ tứ hề.,零露湑兮。
Nhập tuyến vân hữu hạn.,入線雲有限。
Trướng miến mạc hề tượng dục phân.,悵緬邈兮象欲紛。
"Thoán trục Man hoang hạnh bất tử,",竄逐蠻荒幸不死，
Cận bí đăng trình kinh tứ độ.,覲轡登程經四度。
Sư tử Hồ nhi trường tại mục.,獅子胡兒長在目。
"Xương hạp tình khai dật đãng đãng,",閶闔晴開昳蕩蕩，
Nãi phụ chi quá.,乃父之過。
"Truy bắc quy lai huyết tẩy đao,",追北歸來血洗刀，
Hữu bồ dữ hà.,有蒲與荷。
Biệt ý dữ chi thuỳ đoản trường?,別意與之誰短長。
"Tương đáo thì, ảnh độ hồi lang.",將到時，影度回廊。
Duyên hoa phất ngự.,鉛華弗御。
"Văn đế khước chi bất khẳng thừa,",文帝卻之不肯乘，
"Sơ dư hổ khuyên lai quảng trường,",初舁虎圈來廣場，
"Càn khôn đắc kiến trung hưng chủ,",乾坤得見中興主，
Na kham du tử tại Giang Nam.,那堪游子在江南。
Tuyệt tắc kim phong hà lẫm lẫm.,絶塞金風何凜凜。
Chí sử nhân tâm chi oán bạn.,至使人心之怨叛。
"Thừa tướng, trung lang trượng nhân hàng.",丞相中郎丈人行。
"Ngôn tư kỳ tông,",言私其豵，
Hạp trần mai chí câm.,匣塵埋至今。
Phất sái phất tẩu.,弗灑弗掃；
"Ám tư hạnh hữu tàn cân lực,",暗思幸有殘筋力，
Địch bỉ Tả Hiền Vương.,敵彼左賢王。
"Lạc chỉ quân tử,",樂隻君子，
"Tiêu điều thu vũ tịch,",蕭條秋雨夕，
"Chỉ tại thử sơn trung,",只在此山中，
"Hà thân quỹ phát,",何親揆發，
"Bất đồng giả lực, cố tri thời thế chi nan;",不同者力，固知時勢之難；
Nhất triêu táp dĩ suy.,一朝颯已衰。
"Độc y cổ tự chủng thu cúc,",獨依古寺種秋菊，
Vi vấn tiên nhân an ổn vô.,為問仙人安穩無。
Ngã diệc quý mạnh Sơn Huyền Khanh.,我亦季孟山玄卿。
"Khải đại Ích tác hậu,",啟代益作后，
"Lũng Đầu dĩ đoạn nhân bất hành,",隴頭已斷人不行，
Văn vũ thị hiến.,文武是憲。
Dương liễu thanh thanh phàm kỷ thụ.,楊柳青青凡幾樹。
Hà dĩ vịnh ân ca thả vũ.,何以詠恩歌且舞。
Suy niên trắc nhĩ tình sở hưởng.,衰年側耳情所響。
Kế tự ngã nhật.,繼嗣我日。
"Thân giác tỉnh lang tại,",身覺省郎在，
"Hoả Duy địa hoang túc yêu quái,",火維地荒足妖怪，
"Linh phinh quy hạc, khởi túc vi chúc thánh chi phù; đản mạn thần tiên, hồ khả ngữ trường sinh chi quyết.",竛竮龜鶴，豈足為祝聖之符；誕謾神仙，胡可語長生之訣。
Thuỵ mỹ bất văn chung cổ truyền.,睡美不聞鐘鼓傳。
Mãn đường thù tạc tác chu tuyền.,滿堂酬酢作周旋。
Vũ trụ nội hề ngô linh đài.,宇宙内兮吾靈臺。
Chỉ thả đa.,旨且多。
Dục vãng thành nam vọng thành bắc.,欲往城南望城北。
"Xuân hoa thu sắc đệ như lưu,",春華秋色遞如流，
"Sử phụ đống chi trụ, đa ư nam mẫu chi nông phu,",使負棟之柱、多於南畝之農夫、
Hoàng hoa lão bất hương.,黃花老不香。
Nghi thị biệt phùng nhân.,疑是別逢人。
Trường Môn điệp vũ đa.,長門蝶舞多。
Thị nhật thanh đô hổ báo nhàn.,是日清都虎豹閑。
Thực tận binh cùng tương cập nhữ.,食盡兵窮將及汝。
"Bỉ ký chi tử,",彼其之子，
"Đông phong xuy độ thuỷ,",東風吹渡水，
Hoa chúc hà vi?,華燭何為？
"Nguyên tri sổ nhật biệt,",元知數日別，
"Tịch ẩm mộc lan chi cam lộ, triều xan tử phủ chi tường yên.",夕飲木蘭之甘露，朝餐紫府之祥煙。
"Tứ mẫu dịch dịch,",四牡奕奕，
Ngô dân khởi bảo Thanh Phong điếm?,吾民豈保清風店。
Bất như dưỡng trư.,不如養豬。
"Bạc ngôn thái khỉ,",薄言采芑，
"Thiên chi phương quệ,",天之方蹶，
Ẩm tiễn vu Ngôn.,飲餞于言。
"Triệu Nguỵ Yên Hàn đa kình tốt,",趙魏燕韓多勁卒，
Nhân nhân ái lạc.,人人愛樂。
"Ngọc Môn xuân sắc thắng Lâm Thao,",玉門春色勝臨洮，
"Thượng lâm đa thiểu thụ,",上林多少樹，
"Ái mỹ nhân chi dung mạo hề, hương bồi ngọc triện;",愛美人之容貌兮，香培玉篆；
"Bất giải tàng tung tích,",不解藏蹤跡，
"Tuyệt phong cánh hữu học Phật giả,",絕峰更有學佛者，
Dạ ngoạ cao khâu mộng thần nữ.,夜臥高丘夢神女。
"Đông gia đầu bạch song nữ nhi,",東家頭白雙女兒，
Thân thể tồi tàng.,身體摧藏。
"Ô phi tuỳ đế liễn,",烏飛隨帝輦，
"Diệp phong phiên hãi lục,",葉風飜駭綠，
An trí thoả thiếp bình bất pha.,安置妥帖平不頗。
Thục bất hiện kỳ hình.,孰不現其形。
Độ thuỷ điểm y oanh cẩm đái.,度水點衣縈錦帶。
Hữu đạo tâm nhân.,有道心人。
"Hoàng hoa tận vị tuý ông khai,",黃花盡為醉翁開，
Tuý hạ yên ba thiên vạn lý.,醉下煙波千萬里。
Tài dị sát thân.,財易殺身。
Ô Mã hựu ế ư Bạch Đằng hải.,烏馬又殪於白藤海。
Bão thực ôn y nhàn quá nhật.,飽食溫衣閑過日。
"Khổng điền bất ninh,",孔填不寧，
"Phạt kha, phạt kha!",伐柯伐柯、
Sơ giả vi thích.,疏者為戚。
Cấn sầm thanh huy thảm ma ma.,艮岑青輝慘麼麼。
Thu phong xuy liễu điều.,秋風吹柳條。
Thiêm tửu hồi đăng trùng khai yến.,添酒回燈重開宴。
Hoạ sinh hốt vi.,禍生忽微。
Quyền thấn nghi văn tuần lễ tiết.,權殯儀文循禮節。
"Cố sơn vọng đoạn bất tri xứ,",故山望斷不知處，
"Văn đạo Hán gia thiên tử sứ,",聞道漢家天子使，
"Sa đà tận nhật Lý Thanh Liên,",蹉跎盡日李青蓮，
"Đạo trở thả vĩ,",道阻且右；
"Ám tương Biệt hộc, Ly loan dẫn,",暗將別鵠離鸞引，
Phá noãn kinh xuất loan phượng tường.,破卵惊出鸞鳳翔。
Công thi lai yến lai tông.,公尸来燕来宗。
"Sơn bất yếm cao,",山不厭高，
"Vân nạp tân ma sơn thuỷ xuất,",雲衲新磨山水出，
Khởi viết bất cực?,豈曰不極？
Kê minh kiêu kiêu.,雞鳴膠膠。
Phả yếm thế gian nhi nữ thái.,頗厭世間兒女態。
Khuyển Nhung nhật dạ thôn Tây Bỉ.,犬戎日夜吞西鄙。
"Môn đối vân tiêu bích ngọc lưu,",門對雲霄碧玉流，
"Ngã hữu gia tân,",我有嘉賓，
"Nhập pha thảo đa ngưu tán hành,",入陂草多牛散行，
"Cao Bưu hồ thuỷ tăng tịch ba,",高郵湖水增夕波，
Hoài di lai phô.,淮夷來鋪。
"Thường kiển kiển nhi phỉ cùng hề, tận trung thành ư sử chức.",常褰褰而匪窮兮，盡忠誠於史職。
Xu phó bất tri ki huống khổ.,趨赴不知羈況苦。
Hoàng hộc ký ý hà đương hồi.,黃鵠寄意何當回。
"Bất tri viên lý thụ,",不知園裏樹，
"Trục lưu khiên hạnh thính,",逐流牽荇聽，
Kỉ nhập trùng vi thân bất tử.,幾入重圍身不死。
Do khả thuế dã.,猶可說也。
"Thệ tương thượng tuyết liệt thánh sỉ,",誓將上雪列聖恥，
"Khải đễ quân tử,",豈弟君子，
Thường sa.,鲿鯊。
Trợ ngã cử tứ.,助我擧柴。
Dục phá cự lãng thừa trường phong.,欲破巨浪乘長風。
Nộ nhĩ hà cang ngã dương cụ!,怒尒何亢我陽具！
"Phiến phàm hà xứ khứ,",片帆何處去，
Thường ly quang trần.,常離光塵。
Văn vương chi điển.,文王之典。
"Kim niên hoan tiếu phục minh niên,",今年歡笑復明年，
"Cẩu vô dã nhân,",苟無野人，
Nan yêu nhập toạ viên cầm khách.,難邀入座援琴客。
Tiêu quân lễ mạo tiên ung dung.,蕭君禮貌先雍容。
Ỷ thiên tùng cốt kiến lai khô.,倚天松骨見來枯。
Cái diệc vật ti.,蓋亦勿思！
"Cát nhật canh ngọ,",吉日庚午、
Viết vi cải tuế.,曰為改歲，
Ô hô Chiêu Quân!,嗚呼昭君
Nãi tạo kỳ tào;,乃造其曹；
Mộng đề trang lệ hồng lan can.,夢啼妝淚紅闌干。
Ngang tu ngã hĩ.,卬須我友。
Chỉ nguyện vô sự thường tương kiến.,只願無事常相見。
"Cô đăng minh hựu diệt,",孤燈明又滅，
"Thử địa tằng cư trú,",此地曾居住，
Thính khúc đê ngang như hữu cầu.,聽曲低昂如有求。
"Hạp trung tam xích kiếm,",匣中三尺劍，
"Thu phong năng tái nhiệt,",秋風能再熱，
"Dư hương mãn lộ nhật mộ quy,",餘香滿路日暮歸，
Cánh dục hướng phương châu.,更欲向芳洲。
"Động phòng hoa chúc dạ,",洞房花燭夜，
Vị tâm na bất sầu?,為心那不愁？
"Trủng tiền lưỡng Ông Trọng,",塚前兩翁仲，
Bất khả cứu dược.,不可救藥。
Quy tai! Quy tai!,歸哉！歸哉！
"Thiên hàn viễn phóng nhạn vi bạn,",天寒遠放雁為伴，
Hại tuỳ nhi chí.,害隨而至。
"Hồi cố đảm sài Hán,",回顧擔柴漢，
Cộng khan minh nguyệt giai như thử.,共看明月皆如此。
"Tiền các vũ liêm sầu bất quyển,",前閣雨簾愁不捲，
"Sĩ chiêu lữ sấn chi hồn, cựu thời bộ khúc.",士招旅襯之魂，舊時部曲。
"Tích niên tằng tác Phù Thạch du,",昔年曾作浮石遊，
"Liễm diễm hoàng kim ba,",瀲滟黄金波，
"Hắc thuỷ huyền chỉ,",黑水玄趾，
Nhất lộ xuân phong toạ la ỷ.,一路春風坐羅綺
"Tiểu phụ mạc từ đảm thượng kiên,",小婦莫辭擔上肩，
"Kỳ tiểu vô nội,",其小無內，
"Quan khuyết Trường An cận,",觀闕長安近，
Thời duy Hậu Tắc.,時維后稷。
"Nhập Tần quan hề trì chuỷ thủ,",入秦關兮持匕首，
"Giai hạ Vũ Dương như tử nhân,",階下舞陽如死人，
"Tự ngôn “Gia bần mẫu niên lão,",自言家貧母年老，
"Khải phong xuy hề, giang hải bình,",凱風吹兮江海平，
Khởi ý kim vi sinh tử biệt.,豈意今為生死別。
Bất nghĩa tòng thức.,不義從式。
Dân chi du ký.,民之攸墍。
Tiến thoái duy cốc.,進退維谷。
"Tú mạc san hô câu,",繡幕珊瑚鉤，
Trường tại Thạch Thành đầu.,長在石城頭。
Quyết do dực dực.,厥猶翼翼。
Tư miên miên nhi tăng mộ.,思綿綿而增慕。
Cảm hiền đạt hề đồng ai trần.,感賢達兮同埃塵。
Ức đắc đề viên ca tống quân.,憶得啼猿歌送君。
Tiếp tịch nhi đồng tiếu tương lỵ.,接席兒童笑相詈。
Thục hồn tịch mịch hữu bạn vị?,蜀魂寂寞有伴未，
Thôn nam lão ông không độc lâu.,村南老翁空髑髏。
"Côn kê thần minh,",鶤雞晨鳴，
"Hoa tiền nhân thị khứ niên thân,",花前人是去年身，
Cổ quăng phụ bật câu lương hiền.,股肱輔弼俱良賢。
"Vương sự mỹ cổ,",王事靡盬，
"Bình nguyên tuyệt nghiễn bán không biểu,",平原絕巘半空表，
"Thất nhật thất dạ phục bất chỉ,",七日七夜复不止，
Đảo ảnh nhập thanh y.,倒影入清漪，
"Vô đạo đức giả,",無道德者，
Tình quyển lục âm đa.,晴卷綠陰多。
"Đông sơn minh nguyệt xuất,",東山明月出，
Tương tống Sở sơn đầu.,相送楚山頭。
Cựu phòng bại tẩu quy kỳ dinh.,舊防敗走歸其營。
"Xuyên liêm độ các vũ si trì,",穿帘度閣羽差池，
"Hoạ phúc thương thương dã chủ trì,",禍福蒼蒼也主持，
"Ngũ doanh giáp đạo liệt dung vệ,",五營夾道列容衛，
Bất cảm đáo Liêu Tê.,不敢到遼西。
Tuyết lãng đảo quyển vân phong tồi.,雪浪倒卷雲峰摧。
"Kim thoa tích lịch thấu không bạc,",金梭淅瀝透空薄，
"Thướng than dị, há than nan.",上灘易下灘難。
"Di Phủ nhậm tán đản,",夷甫任散誕，
Công danh thiếu tráng thì.,功名少壯時。
Cập nhĩ đồng liêu.,及爾同僚。
Vị ngã lai hỹ.,謂我來矣。
"Lão phu trì tiết sứ Viêm châu,",老夫持節使炎州，
"Khí tận Ngu đồng tử,",氣盡虞同死，
"Tuyết anh phi lạc cận,",雪英飛落近，
"Ngư long sàm trác,",魚龍瀺灂，
"Giới am tất cánh vô kỳ vật,",芥庵畢竟無奇物，
"Ngã sở tư hề tại Thái Sơn,",我所思兮在太山，
Vân hà kỳ yêu?,云何其憂？
Bệnh sinh đa tệ.,病生多幣。
Cư ngô ẩn ước.,居吾隱約。
"Man Khê hào tộc tiểu động diêu,",蠻溪豪族小動搖，
"Nhất thế chi hùng an tại tai,",一世之雄安在哉，
"Tùng hạ vấn đồng tử,",松下問童子，
Ta nhĩ tự thị hoa tiền ông.,嗟爾自是花前翁。
"Động Thiên hồ thượng cảnh,",洞天湖上景，
"Đế đức càn khôn đại,",帝德乾坤大，
Nghĩa khí đốn sử thiên nhân kinh.,義氣頓使千人驚。
"Trạch trung ca tiếu nhật phân phân,",宅中歌笑日紛紛，
"Bất điếu bất tường,",不弔不祥，
"Tạc nhật tú y khuynh lục tôn,",昨日繡衣傾綠樽，
Lai chiếu biệt ly nhân.,來照別離人。
Cảm cáo Vân Sơn tòng thử thuỷ.,敢告雲山從此始。
Đa tình lập mã nhân.,多情立馬人。
"Khoái phường trinh vĩ phanh cẩm lân,",鱠魴赬尾烹錦鱗，
"Bách thất doanh chỉ,",百室盈止，
"Thính kỳ ngôn ngữ,",聽其言語，
Bất ngã hoạt hề!,不我活兮。
"Tương phùng hiệp tà lộ,",相逢狹斜路，
Trường đoạn Ngọc Quan tình.,腸斷玉關情。
"Thanh môn liễu chi chính kham chiết,",青門柳枝正堪折，
Tại Chu chi đình.,在周之庭。
"Trọng khoa hậu liễm, sơn trạch mi hữu kiết di.",重科厚歛，山澤靡有孑遺。
“Nhĩ niên ký lão hà thái ngu!,爾年既老何太愚。
"Huệ nhi bất phí,",惠而不費，
Chỉ ưng độc hữu đình hoa tri.,只應獨有庭花知。
Châu ca thuý vũ cổ Lương Châu.,珠歌翠舞古梁州。
Tôn thực tông tự?,尊食宗緒？
"Tình giao nhị tải điềm như mật,",情交二載甜如蜜，
Tam tam hựu tam tam.,三三又三三。
"Cánh nghi quần long hỗ chuyển đấu,",更疑群龍互轉鬥，
Tứ phương vi cương.,四方爲綱。
Tý nhĩ tiễn cốc.,俾爾戩穀。
"Hữu tự sơn khai vạn lý vân,",有似山開萬里雲，
Ung ung giê giê.,雝雝喈喈。
Bạch nhật huyền thu thiên.,白日懸秋天。
Gia trung yếm kê thực trùng nghị.,家中厭雞食蟲蟻，
Đoàn phiến bất từ lao.,團扇不辭勞。
"Thuỳ thị nhất tâm vô phụ giả,",誰是一心無負者，
Thuỳ tùng Mục Công?,誰從穆公？
Vũ Châu thái thú tỉnh đắc tri.,禹州太守省得知，
"Tể tể đa sĩ,",濟濟多士，
"Chí cấp cấp ư đồ hồi, tâm uất uất nhi bất vương.",志汲汲於圖回，心鬱鬱而不忘。
Trúc lâm tây chuyển trúc kiều thông.,竹林西轉竹橋通。
"Xuân thảo thanh thanh vạn lý dư,",春草青青萬里餘，
"Suy nhan cánh mịch lê sàng toạ,",衰顏更覓藜床坐，
"Thục trừng phát tình ngâm,",熟瞪發情吟，
"Tương đối cửu vong ngôn,",相對久忘言，
Đãi kỳ kim hề.,迨其今兮！
Vịnh Khiên Ngưu chi độc xứ.,詠牽牛之獨處。
Kiêm gia thê thê,蒹葭萋萋，
"Khôi tư diễm dật,",瑰姿艷逸，
"Vô nhân quan tái diệp,",無因關塞葉，
Kháp ngộ Đan Dương hạ Chử thuyền.,恰遇丹陽下渚船。
Lưỡng tằng kết phát đồng sơn minh.,兩曾結髮同山盟。
"Nghiễm doãn khổng xí,",玁狁孔熾，
Thượng đắc quân vương bất tự trì.,尚得君王不自持。
Cổ kiếm tuỳ thân vũ lăng loạn.,古劍隨身舞凌亂。
"Dư trung tâm vi chi khái nhiên hề,",余中心為之慨然兮，
"Nhu tắc nhự chi,",柔則茹之，
"Vô ý, tất, cố, ngã;",無意，必，固，我；
Ly quốc nhật thăng bi.,離國日昇悲。
Chu thuyền hành nan.,舟船行難。
"Khoa mục triêu tước,",科目朝爵，
"Oanh lai oanh khứ tự niên niên,",鶯來鶯去自年年，
"Xỉ lạc vị thị vô tâm nhân,",齒落未是無心人，
Tảo cam thuỳ đạo thiếp tâm khổ.,棗甘誰道妾心苦。
Năng ốc ỷ bút huy từ chương.,能握綺筆揮詞章。
"Khả liên phần thượng liễu,",可憐汾上柳，
Cam dữ tử đồng mặng.,甘與子同夢；
Huyết lệ nhiễm thành đan.,血淚染成丹。
Thôn lạc tương vọng thiên vạn gia.,村落相望千萬家。
Nhi đồng bộ đắc mang trì tiết.,兒童捕得忙持節。
Kỳ dận duy hà?,其胤維何？
Xuy bỉ cức tâm.,吹彼棘心。
"Nhất khán trường nhất đoạn,",一看腸一斷，
Phụ thán vu thất.,婦歎于室。
Thoá thủ trùng khôi.,唾手重恢。
"Ký thứ ký phiền,",既庶既繁。
"Lạc chỉ quân tử,",樂隻君子，
"Chỉ hữu sấu tích, vô sung phì.",只有瘦瘠無充肥。
"Đương thời Lang Quan phụng sứ xuất Hàm kinh,",當時郎官奉使出鹹京，
Biệt hữu nhất trùng thiên thượng khứ.,別有一重天上去。
Bất độc ái mai kiêm ái tuyết.,不獨愛梅兼愛雪。
Lâm kỳ kích kiếm sinh đồng hống.,臨岐擊劍生銅吼。
Tự công thoái thực.,自公退食。
Hoang thầm vu tửu.,荒湛于酒。
Kỳ trí ích minh.,其智益明。
Chư tăng thượng khất trai thì phạn.,諸僧尚乞齋時飯。
Tuế diệc mộ chỉ.,歲亦莫止。
Xuất một phong ba lý.,出沒風波裡。
Mạnh viết thủ nghĩa.,孟曰取義。
"Tẩu ngôn dĩ, cổ duệ nhi thệ.",叟言已，鼓枻而逝。
"Hạ hạn, thu lâm, đông hữu hoàng,",下旱秋霖冬有蝗，
Huống ư nhân hồ.,況於人乎。
"Tuỳ ba chuyển bạc,",隨波轉薄，
"Hoành khai dịch lộ thế tồi ngôi,",橫開驿路势崔嵬，
"Triêu vi canh chủng nhân,",朝為耕種人，
"Di tài bắc thần bất khả đắc,",移栽北辰不可得，
"Lê nguyên sầu thống hội tô tức,",黎元愁痛會蘇息，
Tứ phương hoàn trấn Tung đương trung.,四方環鎮嵩當中。
"Quân môn vũ lâm vạn mãnh sĩ,",君門羽林萬猛士，
Phỉ môi bất đắc.,匪媒不得。
"Thị xứ tiên gia kê khuyển, hà sự phi thăng,",是處仙家雞犬，何事飛昇，
"Dao văn ngư phủ xướng ca lai,",遥聞漁父唱歌來，
"Phá Đông Lăng chi qua, trãi Dao Trì chi quả,",破東陵之瓜，薦瑤池之果，
"Đương bôi đối khách nhẫn lưu thế,",當杯對客忍流涕，
Tư bôn cánh vi lân lý bỉ.,私奔更為鄰里鄙。
Tịnh kỷ minh song dưỡng tính thiên.,淨几明窗養性天。
Lăng diệp hà hoa tĩnh như thức.,菱葉荷花靜如拭。
Lương Châu Đổng Trác ký triều đường.,涼州董卓居朝堂。
"Sinh nam đoạ địa yếu lữ lực,",生男墮地要膂力，
"U u lộc minh,",呦呦鹿鳴，
Giang thuỷ sinh băng thụ chi chiết.,江水生冰樹枝折。
"Ngôn thụ chi trập,",言授之縶，
"Hoàng hoàng cổn tảo,",惶惶袞藻，
"Hoài tai, hoài tai!",懷哉、懷哉，
"Ân cần như hữu tình,",殷勤如有情，
"Cao Đường mộ đông tuyết tráng tai,",高唐暮冬雪壯哉，
Thất tinh quải thành văn lậu bản.,七星掛城聞漏板。
"Sấu như Thiên Thai sơn thượng thánh hiền tăng,",瘦如天台山上聖賢僧，
"Tha thì tại bình địa,",他時在平地，
Chung nhật nhẫn cơ tây phục đông.,終日忍饑西復東。
"Nhất triêu câu lũng xuất,",一朝溝隴出，
Tại bỉ Kỳ lệ,在彼淇厲。
"Vương sinh tảo tằng bái nhan sắc,",王生早曾拜顏色，
Ngã giả phụ tịch duyên môn hô:,餓者負席緣門呼：
Cổ tự thanh đăng dạ tương tiếp.,古寺清燈夜相接。
"Tội cổ bất thu,",罪罟不收，
Dạ lương nhân vị miên.,夜涼人未眠。
Thử kê hoa quả tế vu từ.,黍鷄花果祭于祠。
Đào hoa đào diệp loạn phân phân,桃花桃葉亂紛紛，
"Thúc hề, Bá hề!",叔兮、伯兮，
Hưu hữu liệt quang.,休有烈光。
"Hảo lạc vô hoang,",好樂無荒，
"Thiên cơ vân cẩm dụng tại ngã,",天機雲錦用在我，
"Quân ca thanh toan từ thả khổ,",君歌聲酸辭且苦，
Dương phong đả lạc đào hoa phiến.,陽風打落桃花片。
Thử lão vô thanh lệ thuỳ huyết.,此老無聲淚垂血！
"Mãn địa huyết hồng, mãn sơn cốt.",滿地血紅滿山骨。
Tráng sĩ hô thanh động cửu cai.,壯士呼聲動九垓。
Tống ngã hồ Kỳ chi Thường hĩ.,送我乎淇之上矣。
"Bái quan nạp túc tuần cựu điển,",拜官納粟循舊典，
Thiên phong hưởng xử kim tiên huy.,天風響處金鞭揮。
"Chỉ thống bất kham sổ,",指痛不堪數，
Bất túy trùng dương thập ngũ niên.,不醉重陽十五年。
Thanh sương sát khí đắc ưu ngu.,清霜殺氣得憂虞。
Thuỳ tích nhiên hĩ.,誰昔然矣。
Tử chi đãng hề!,子之湯兮，
Tàn lậu thanh thôi thu vũ cấp.,殘漏聲催秋雨急。
U hứng hà thì dĩ.,幽興何時已。
"Không khoát hồ thuỷ quảng,",空闊湖水廣，
"Thử nhật Trường An nhất ức quân,",此日長安一憶君，
"Thanh tùng cương đầu thử lục lương,",青松岡頭鼠陸梁，
"Y như phi thuần mã như cẩu,",衣如飛鶉馬如狗，
"Ưng đương môn hộ, nữ xuất nhập.",應當門戶女出入。
"Mạc tương nhất nhật ý,",莫將一日意，
Cố viên miểu hà xứ?,故園眇何處？
"U nhân khu ngoạn phát tiên hứng,",幽人軀玩發仙興，
Hoà lạc thả nhụ.,和樂且孺。
"Thiết văn thiên tử dĩ truyền vị,",竊聞天子已傳位，
Hà tận hà lịch?,何盡何歷？
Nhĩ độc hà cô hạn hà lương.,爾獨何辜限河梁。
"Phù gia phiếm trạch vô khiên quải,",浮家泛宅無牽掛，
"Tháp kiếp cung tường tráng lệ địch,",塔劫宮牆壯麗敵，
"Gia nhân kinh thống tương tụ hào,",家人驚痛相聚號，
"Ký kiến quân tử,",既見君子、
Cô minh tra tú y.,孤鳴吒繡衣。
