vi,cn
Vương viết: Thí vi quả nhân phú chi.,王曰：試為寡人賦之。
Ngọc viết: Duy duy.,玉曰：唯唯。
"Duy Cao Đường chi đại thể hề, thù vô vật loại chi khả nghi tỉ.",惟高唐之大體兮，殊無物類之可儀比。
"Vu sơn hách kỳ vô trù hề, đạo hỗ chiết nhi tằng luỹ.",巫山赫其無疇兮，道互折而曾累。
"Đăng sàm nham nhi hạ vọng hề, lâm đại để chi súc thuỷ.",登巉巖而下望兮，臨大阺之稸水。
"Ngộ thiên vũ chi tân tễ hề, quan bách cốc chi câu tập.",遇天雨之新霽兮，觀百穀之俱集。
"Tị hung hung kỳ vô thanh hề, hội đạm đạm nhi tịnh nhập.",濞洶洶其無聲兮，潰淡淡而並入。
"Bàng dương dương nhi tứ thi hề, ống trạm trạm nhi phất chỉ.",滂洋洋而四施兮，蓊湛湛而弗止。
"Trường phong chí nhi ba khởi hề, nhược ly sơn chi cô mẫu.",長風至而波起兮，若麗山之孤畝。
"Thế bạc ngạn nhi tương kích hề, ách giao dẫn nhi khước hội.",勢薄岸而相擊兮，隘交引而卻會。
"Tuỵ trung nộ nhi đặc cao hề, nhược phù hải nhi vọng kiệt.",崒中怒而特高兮，若浮海而望碣。
"Thạch lịch lỗi lỗi nhi tương ma hề, vanh chấn thiên chi khái khái.",石礫磥磥而相摩兮，巆震天之磕磕。
"Cự thạch nịch nịch chi sàm tiếu hề, mạt đồng đồng nhi cao lệ.",巨石溺溺之瀺灂兮，沫潼潼而高厲。
"Thuỷ đạm đạm nhi bàn hu hề, hồng ba dâm dâm chi dung duệ.",水澹澹而盤紆兮，洪波淫淫之溶㵝。
"Bôn dương dũng nhi tương kích hề, vân hưng thanh chi bái bái.",奔揚踴而相擊兮，雲興聲之霈霈。
"Mãnh thú kinh nhi khiêu hãi hề, vọng bôn tẩu nhi trì mại.",猛獸驚而跳駭兮，妄奔走而馳邁。
"Hổ báo sài huỷ, thất khí khủng uế.",虎豹豺兕，失氣恐喙。
"Điêu ngạc ưng diêu, phi dương phục thoán,",雕鶚鷹鷂，飛揚伏竄，
"Cổ chiến hiếp tức, an cảm vọng chí.",股戰脅息，安敢妄摯。
"Ư thị thuỷ trùng tận bạo, thừa chử chi dương.",於是水蟲盡暴，乘渚之陽。
"Ngoan đà chiên vị, giao tích tung hoành.",黿鼉鱣鮪，交積縱橫。
"Chấn lân phấn dực, uy uy uyển uyển.",振鱗奮翼，蜲蜲蜿蜿。
"Trung phản dao vọng, huyền mộc đông vinh.",中阪遙望，玄木冬榮。
"Hoàng hoàng huỳnh huỳnh, đoạt nhân mục tinh.",煌煌熒熒，奪人目精。
"Lạn hề nhược liệt tinh, tằng bất khả đàn hình.",爛兮若列星，曾不可殫形。
"Trăn lâm uất thịnh, ba hoa phúc cái.",榛林鬱盛，葩華覆蓋。
"Song kỷ thuỳ phòng, củ chi hoàn hội.",雙椅垂房，糾枝還會。
"Tỉ mỹ đạm đạm, tuỳ ba ám ái.",徙靡澹淡，隨波闇藹。
"Đông tây thi dực, y nỉ phong phái.",東西施翼，猗狔豐沛。
"Lục diệp tử khoả, đan hành bạch đế.",綠葉紫裹，丹莖白蔕。
"Tiêm điều bi minh, thanh tự vu lại.",纖條悲鳴，聲似竽籟。
"Thanh trọc tương hoạ, ngũ biến tứ hội.",清濁相和，五變四會。
"Cảm tâm động nhĩ, hồi trường thương khí.",感心動耳，迴腸傷氣。
"Cô tử quả phụ, hàn tâm toan tị.",孤子寡婦，寒心酸鼻。
"Trưởng lại huy quan, hiền sĩ thất chí.",長吏隳官，賢士失志。
"Sầu tư vô dĩ, thán tức thuỳ lệ.",愁思無已，歎息垂淚。
"Đăng cao viễn vọng, sử nhân tâm tuỵ.",登高遠望，使人心瘁。
"Bàn ngạn tán hoàn, chẩn trần ngại ngại.",盤岸巑岏，裖陳磑磑。
"Bàn thạch hiểm tuấn, khuynh khi nhai đồi.",磐石險峻，傾崎崖隤。
"Nham khu tam si, tòng hoành tương truy.",巖嶇參差，從橫相追。
"Tưu hỗ hoành ngỗ, bối huyệt yển chích.",陬互橫啎，背穴偃蹠。
"Giao gia luỹ tích, trùng điệp tăng ích.",交加累積，重疊增益。
"Trạng nhược Chỉ Trụ, tại Vu sơn hạ.",狀若砥柱，在巫山下。
"Ngưỡng thị sơn điên, túc hà thiên thiên,",仰視山顛，肅何千千，
"Huyễn diệu hồng nghê, phủ thị tranh vanh.",炫燿虹蜺，俯視崝嶸。
"Khuê liêu yểu minh, bất kiến kỳ để, hư văn tùng thanh.",窐寥窈冥，不見其底，虛聞松聲。
"Khuynh ngạn dương dương, lập nhi hùng kinh.",傾岸洋洋，立而熊經。
"Cửu nhi bất khứ, túc tận hãn xuất.",久而不去，足盡汗出。
"Du du hốt hốt, siêu trướng tự thất.",悠悠忽忽，怊悵自失。
"Sử nhân tâm động, vô cố tự khủng.",使人心動，無故自恐。
"Bí Dục chi đoán, bất năng vi dũng.",賁育之斷，不能為勇。
"Tốt ngạc dị vật, bất tri sở xuất.",卒愕異物，不知所出。
"Ly ly sân sân, nhược sinh ư quỷ, nhược xuất ư thần.",縰縰莘莘，若生於鬼，若出於神。
"Trạng tự tẩu thú, hoặc tượng phi cầm.",狀似走獸，或象飛禽。
"Quyệt nguỵ kỳ vĩ, bất khả cứu trần.",譎詭奇偉，不可究陳。
"Thượng chí quán trắc, địa cái để bình.",上至觀側，地蓋底平。
"Ky chủng mạn diễn, phương thảo la sinh.",箕踵漫衍，芳草羅生。
"Thu lan thần huệ, giang ly tải tinh.",秋蘭茞蕙，江離載菁。
"Thanh thuyên xạ can, yết xa bao tịnh.",青荃射干，揭車苞並。
"Bạc thảo mỹ mỹ, liên duyên yêu yêu.",薄草靡靡，聯延夭夭。
"Việt hương yểm yểm, chúng tước ngao ngao.",越香掩掩，眾雀嗷嗷。
"Thư hùng tương thất, ai minh tương hào.",雌雄相失，哀鳴相號。
"Vương thư, ly hoàng, chính minh, Sở cưu.",王雎鸝黃，正冥楚鳩。
"Tỉ quy, tư phụ, thuỳ kê cao sào.",姊歸思婦，垂雞高巢。
"Kỳ minh dê dê, đương niên ngao du.",其鳴喈喈，當年遨遊。
"Canh xướng điệt hoạ, phó khúc tuỳ lưu.",更唱迭和，赴曲隨流。
"Hữu phương chi sĩ, Tiện Môn, Cao Khê,",有方之士，羨門高谿。
"Thượng Thành, Uất Lâm, Công Nhạc, Tụ Cốc.",上成鬱林，公樂聚穀。
"Tiến thuần hy, đảo quỳnh thất.",進純犧，禱琁室。
"Tiếu chư thần, lễ Thái Nhất.",醮諸神，禮太一。
"Truyền chúc dĩ cụ, ngôn từ dĩ tất.",傳祝已具，言辭已畢。
"Vương nãi thừa ngọc dư, tứ thảng ly, thuỳ lưu tinh, bái hợp hài.",王乃乘玉輿，駟倉螭，垂旒旌，旆合諧。
"Trừu đại huyền nhi nhã thanh lưu, liệt phong quá nhi tăng bi ai.",紬大絃而雅聲流，冽風過而增悲哀。
"Ư thị điều âu, linh nhân lam lệ thảm thê, hiếp tức tăng hy.",於是調謳，令人惏悷憯悽，脅息增欷。
"Ư thị nãi tung lạp giả, cơ chỉ như tinh.",於是乃縱獵者，基趾如星。
"Truyền ngôn vũ lạp, hàm mai vô thanh.",傳言羽獵，銜枚無聲。
"Cung nỗ bất phát, phù toánh bất khuynh.",弓弩不發，罘潁不傾。
"Thiệp mãng mãng, trì tần tần.",涉漭漭，馳苹苹。
"Phi điểu vị cập khởi, tẩu thú vị cập phát.",飛鳥未及起，走獸未及發。
"Hà tiết yểm hốt, đề túc sái huyết?",何節奄忽，啼足灑血？
"Cử công tiên đắc, hoạch xa dĩ thực.",舉功先得，獲車已實。
"Vương tướng dục vãng kiến, tất tiên trai giới, si thì trạch nhật.",王將欲往見，必先齋戒，差時擇日。
"Giản dư huyền phục, kiến vân bái, nghê vi tinh, thuý vi cái.",簡輿玄服，建雲旆，蜺為旌，翠為蓋。
"Phong khởi vũ chỉ, thiên lý nhi thệ.",風起雨止，千里而逝。
"Cái phát mông, vãng tự hội.",蓋發蒙，往自會。
"Tư vạn phương, ưu quốc hại.",思萬方，憂國害。
"Khai hiền thánh, phụ bất đãi.",開賢聖，輔不逮。
"Cửu khiếu thông uất, tinh thần sát trệ.",九竅通鬱，精神察滯。
Duyên niên ích thọ thiên vạn tuế.,延年益壽千萬歲。
"Thần long khởi hề phi Lam Kinh,",神龍起兮飛藍京，
"Thiên qua chỉ hề sóc tái thanh,",天戈指兮朔塞清，
"Sáng nghiệp chi công thành bí bí,",創業之功成閟毖，
Tây thổ chi sơn xuyên hữu linh.,西土之山川有靈。
"Ê ngã hoàng chi thánh võ,",繄我皇之聖武，
Đương tứ phương chi kinh dinh.,當四方之經營。
"Quốc bộ phương truân,",國步方屯，
Tâm khốn lự hành.,心困慮衡。
"Ký ư thiên nhi thủ tất,",既於天而取必，
Nãi lệ chí dĩ cạnh thành.,乃勵志以競成。
"Thử kim nhật sở dĩ hoá Hồ Việt vi nhất gia,",此今日所以化胡越為一家，
Nhi tư sơn đắc dĩ thiên cổ thuỳ danh dã.,而茲山得以千古垂名也。
Đương kỳ:,當其：
"Nghĩa binh sơ khởi, tặc thế phương trương;",義兵初起，賊勢方張；
"Nhất quốc anh hào, thu thụ vẫn sương.",一國英豪，秋樹隕霜。
"Chí thôn Ngô hề, thục Chủng thục Lãi?",志吞吳兮，孰種孰蠡；
"Đồ hưng Hán hề, thục Bình thục Lương?",圖興漢兮，孰平孰良。
"Ngã hoàng phương độn tích vu tư sơn, duy sạn thái dĩ mai quang.",我皇方遁跡于茲山，惟鏟採以埋光。
"Thê tử lưu ly, sĩ tốt tán vương.",妻子流離，士卒散亡。
"Tuy xử khốn nhi ích hanh, tri tương hưng chi hữu tường.",雖處困而益亨，知將興之有祥。
"Cung giới trụ dĩ vi y, thực thái căn nhi vi lương.",躬介胄以為衣，食菜根而為糧。
"Chí cấp cấp ư đồ hồi, tâm uất uất nhi bất vương.",志汲汲於圖回，心鬱鬱而不忘。
"Tưởng thử sơn ư thử thì hề, khởi bất tự Hán hoàng chi tại Mang Đãng giả gia?",想此山於此時兮，豈不似漢皇之在芒碭者耶？
"Do kỳ tri bỉ tri kỷ, năng nhược năng cường;",由其知彼知己，能弱能強；
"Đãi thì tứ tệ, thu phong liễm mang;",待時伺弊，收鋒斂芒；
"Chẩm tân nhi ngoạ, huyền đảm nhi thường;",枕薪而卧，懸膽而嘗；
"Tư tuyết tiền sỉ, dĩ phục cố cương.",思雪前恥，以復故疆。
"Tưởng thử sơn ư tư thì hề, khởi bất tự Cối Kê chi thê Việt vương giả gia?",想此山於斯時兮，豈不似會稽之棲越王者耶？
Ký nãi:,既乃：
"Thu kỳ tán tốt, phủ dưỡng ích cần;",收其散卒，撫養益勤；
"Nội tu chiến cụ, ngoại thác hoà thân.",內修戰具，外托和親。
"Quyên kim mộ sĩ, sát tượng hưởng quân.",捐金募士，殺象饗軍。
"Nhân hoài thân thượng dĩ tử trưởng,",人懷親上以死長，
Tư dục hiệu lực dĩ thù ân.,思欲效力以酬恩。
Ư thị:,於是:
"Luyện binh khiển tướng, chế thắng xuất kỳ.",練兵遣將，製勝出奇。
"Sinh nhục tử vinh, tri ngã quân chi khả dụng;",生辱死榮，知我軍之可用；
"Hướng lương khí giới, cáo nhân địch dĩ vi tư.",餉糧器械，告因敵以為資。
"Vạn toàn dĩ thủ, nhất thốc bất di.",萬全以取，一簇不遺。
Cầm Bành kê đầu dĩ hiến địa;,琴彭稽頭以獻地；
Phương Chính hư hát dĩ đỗng nghi.,方政虛喝以恫疑。
"Nãi cứ hiểm nhi lập công, hựu đa phương dĩ ngộ chi.",乃據險而立功，又多方以誤之。
"Dạ tắc cử hoả, trú tắc trương kỳ.",夜則舉火，晝則張旗。
"Đỗ Gia chi xâm địa tranh tiện,",杜家之侵地爭便，
Khả Lưu chi độ giang trầm sư.,可留之渡江沉師。
"Lôi khu điện xiết, trúc phá hôi phi.",雷驅電掣，竹破灰飛。
"Châu kiệt doanh xa, Hoàng Thành bạo thi.",朱傑楹車，黃誠暴屍。
"Nghệ An chi địa, dĩ vi ngã hữu;",乂安之地，已為我有；
"Tây Đô chi tiệp, tật vu khu trì.",西都之捷，疾于驅馳。
"Giáp đạo hồ sát, lai giả như quy.",夾道壺察，來者如歸。
"Hào kiệt hàm phẫn dĩ thiết xỉ,",豪傑咸憤以切齒，
"Phụ lão cảm khấp nhi hy hy,",父老感泣而欷欷，
"Ngã chi quân chỉnh, nhật dĩ ích chấn;",我之軍整，日以益振；
"Tặc chi bôn mệnh, nhật dĩ ích bì.",賊之奔命，日以益疲。
"Thị Kiều chi băng đê hội nghĩ,",市橋之崩堤潰蟻，
Tốt Động chi kình phong tồi nuy.,窣洞之勁風摧萎。
"Trần Hiệp, Lý Lượng chi thâm khanh truỵ hổ,",陳洽李亮之深坑墜虎，
"Vương Thông, Mã Kỳ chi phí đỉnh ngư nhi.",王通馬騏之沸鼎魚兒。
"Vạn lý chi sơn hà khắc phục,",萬里之山河剋復，
Đông Đô chi thị tứ bất di.,東都之市肆不移。
"Đương thử chi thì, khởi bất tự Hán Cao Cai Hạ tứ nhi chi vi giả gia?",當此之時，豈不似漢高垓下四而之圍者耶？
"Nại hà,",奈何，
"Cuồng lỗ chi tham tâm bất tập,",狂虜之貪心不戢，
Cử quốc chi viện binh phục lai.,舉國之援兵復來。
"Dĩ du cứu phần, nhạc hoạ hạnh tai.",以油救焚，樂禍幸災。
Liễu Thăng tống tử nhi Chi Lăng lưu huyết;,柳升送死而支棱流血；
Mộc Thạnh tiêu độn nhi Lãnh Kinh tích hài.,沐晟宵遁而冷涇積骸。
"Lưỡng lộ cứu binh, bất toàn chủng nhi câu bại;",兩路救兵，不旋踵而俱敗；
"Các xứ tặc thành, bất huyết nhận nhi tự khai.",各處賊城，不血刃而自開。
"Trạo vĩ khất liên, thành thiết kham ai.",棹尾乞憐，誠切堪哀。
"Đương thử chi thì, khởi bất tự Câu Tiễn chi khốn Ngô vương vu Cô Tô đài giả gia?",當此之時，豈不似勾踐之困吳王于姑蘇台者耶？
"Tuy nhiên,",雖然，
"Hán Cao chi quy mô hoành vi, chính tự Ngô hoàng kim nhật chi thịnh;",漢高之規模宏違，正似吾皇今日之盛；
"Câu Tiễn đặc thủ kỳ phục cừu chi chí nhi kỷ, khởi túc dĩ nghĩ nghị kỳ vạn nhất tai.",勾踐特取其復仇之志而己，豈足以擬議其萬一哉。
Chí nhược:,至若：
"Thần võ bất nghị, đại đức hảo sinh.",神武不毅，大德好生。
"Niệm quốc gia trưởng cửu chi kế,",念國家長久之計，
Phóng thập vạn khất giáng chi binh.,放十萬乞降之兵。
"Tu lưỡng quốc chi hoà hảo,",修兩國之和好，
Tức vạn thế chi chiến tranh.,息萬世之戰爭。
"Toàn quốc vi thượng, duy đồ tập ninh.",全國為上，惟圖輯寧。
"Thị tắc ngã hoàng chi thịnh đức,",是則我皇之盛德，
"Hựu khởi Cao Tổ đồng nhật chi câu ngữ,",又豈高祖同日之俱語，
"Tướng dữ Nhị Đế, Tam Vương nhi tịnh xưng giả dã.",將與二帝三王而並稱者也。
Ta hồ!,嗟乎！
"Cổ vãng kim lai, bách thế khả thôi.",古往今來，百世可推。
"Nghiêu hưng Đường hầu, Thuấn khởi trắc vi.",堯興唐侯，舜起側微。
"Thành Thang chi tai tự Hào,",成湯之哉自毫，
Thái vương chi thiên vu Kỳ.,太王之遷于岐。
"Cái đa nan nãi điển bang chi bản,",蓋多難乃典邦之本，
Nhi ân ưu thực khởi thánh chi cơ.,而殷憂實啟聖之基。
"Lịch biến đa tắc tư hư thâm,",歷變多則思虛深，
Kế sự viễn tắc thành công kỳ.,計事遠則成功奇。
"Đế vương chi hưng, mạc bất do tư.",帝王之興，莫不由斯。
"Nhiên tắc, ngã hoàng chi nghiệp,",然則，我皇之業，
Thực do thử sơn nhi sang thuỷ;,實由此山而創始；
"Nhi ngã hoàng chi long công thịnh đức,",而我皇之隆功盛德，
Trưởng dữ thử sơn nhi nguy nguy giả hồ!,長與此山而巍巍者乎！
Nãi bái thủ kê thủ nhi hiến ca viết:,乃拜首稽首而獻歌曰：
Thiên khởi thánh hề địa hưng vương;,天啟聖兮地興王；
Càn khôn thảo muội hề vận tế phi thường.,乾坤草昧兮運際非常。
"Đổ tư sơn chi nga nga hề, niệm tích nhật chi gian khổ;",睹茲山之峨峨兮，念昔日之艱苦；
"Phủ vương nghiệp chi du cơ hề, hà nhật năng vương.",撫王業之攸基兮，何日能忘。
"Nguyện kỷ thịnh đức dĩ lặc trinh mân hề, vĩnh thuỳ bất hủ;",願紀盛德以勒貞珉兮，永垂不朽；
"Tuyên thiên cổ dữ vạn cổ hề, đồng thiên địa nhi trưởng cửu.",亘千古與萬古兮，同天地而長久。
"Thành Thái Ất Tị niên, Chử tiên giáng bút tự đề:",成泰乙巳年，渚仙降筆自題：
"Hà sơn quá nhãn kỷ thiên niên,",河山過眼幾千年，
Nhất khúc cao ca tán cửu thiên.,一曲高歌散九天。
"Giang chử nguyệt minh vân ảnh đạm,",江渚月明雲影淡，
Trạch lâm thuỷ trướng lũng sa viên.,澤林水漲隴沙圓。
"Mạn truyền cung lạp tiên gia sự,",漫傳筇笠仙家事，
Thuỳ thức lâu đài đế tử duyên.,誰識樓臺帝子緣。
"Đáo để nhất trần hoàn bất nhiễm,",到底一塵還不染，
Kim ngao giá hải ngụ vân yên.,金鰲駕海寓雲煙。
Dạ trạch tiên gia phú:,夜澤仙家賦：
"Ngọc khuyết thiên cao,",玉闕天高，
Kim đài địa tịch.,金臺地闢。
"Vân vạn trượng dĩ đằng phi,",雲萬丈以騰飛，
Thuỷ thiên trùng nhi ngưng bích.,水千重而凝碧。
"Biển chu phiếm phiếm, thuỳ tòng phỏng Bồng Lai tiên cảnh chi hư vô,",扁舟泛泛，誰從訪蓬萊仙境之虛無，
"Dạ Trạch mang mang, ngã độc sáng đế tử nhân duyên chi thuộc tịch.",夜澤汒汒，我獨創帝子因緣之屬籍。
"Tương truyền giang thượng, ngộ hoàng nữ dĩ thành thân,",相傳江上遇皇女以成親，
"Thuỳ thức tiên ban, bản châu cung chi mạc nghịch.",誰識仙班本珠宮之莫逆。
"Hùng Vương chi thế, thập cửu tương thừa,",雄王之世十九相承，
"Đế viết hữu bang, bỉ xu giả tử.",帝曰有邦彼姝者子。
"Nãi tòng tinh nhi hiển diệu, hoàn giá vũ lai Xích Đằng thắng địa chi gian,",乃從星而顯耀，還駕雨來赤藤勝地之間，
"Nhân phạt mộc dĩ tài lâu, biệt hướng phong vấn Bạch Xã viên cơ chi chỉ.",因伐木以裁樓，別向風問白社圓基之址。
"Thị xứ tiên gia kê khuyển, hà sự phi thăng,",是處仙家雞犬，何事飛昇，
"Ngẫu nhiên đại trạch long xà, tương tranh hộ tí.",偶然大澤龍蛇，相爭護庇。
"Hạnh tài thiên thụ, dược nhị biến hồ phương dân,",杏栽千樹，藥餌遍乎方民，
"Đào tặng vạn gia, ngâm vịnh truyền ư lư lý.",桃贈萬家，吟詠傳於閭里。
Thời tắc:,時則:
"Nguyệt minh dạ tĩnh,",月明夜靜，
Giang khoát thiên không.,江闊天空。
"Hoặc thừa chu nhi thuỳ điếu,",或乘舟而垂釣，
Hoặc ỷ trượng dĩ nghinh phong.,或倚杖以迎風。
"Huề thủ cao đài, lộng ngọc tiêu nhi phụng giáng,",攜手高臺，弄玉蕭而鳳降，
"Thí châm dật các, liên kim tự nhi uyên đồng.",試針逸閣，聯金字而鴛同。
"Trần ai phong cảnh thương mang, nan dung cửu trú,",塵埃風景蒼汒，難容久住，
"Nhật nguyệt hồ thiên ẩn ước, mỗi động cao tung.",日月壺天隱約，每動高蹤。
"Nãi từ đế khuyết, thướng biểu trần tình.",乃辭帝闕，上表陳情。
"Toàn hướng thần sơn, phỏng dư cựu lữ.",旋向神山，訪予舊侶。
"Xích Tùng thị vũ sư du hí, Thần Nông chi thế phi dao,",赤松是雨師遊戲，神農之世非遙，
"Thương Hiệt sinh văn tự khế thư, Bàn Cổ chi phong khả tự.",蒼頡生文字契書，盤古之風可緒。
"Hồi đầu giang chử, tam thập niên chi thác tích chuyển không,",回頭江渚，三十年之托跡轉空，
"Khấu thủ thiên môn, cửu vạn lý chi cao ca hữu tự.",扣手天門，九萬里之高歌有自。
"Lâu đài diệc huyễn,",樓臺亦幻，
Phần tử không lưu.,枌梓空留。
"Giang ba tịch tịch,",江波寂寂，
Vân ảnh du du.,雲影悠悠。
"Duyệt cổ kim chi trần tích,",閱古今之陳跡，
Cảm hoà thử ư giao khâu.,感禾黍於郊邱。
"Lai Công chi trúc thành lâm, đức năng triệu dị,",萊公之竹成林，德能兆異，
"Phan Lệnh chi đào kết thực, ngã diệc hà cầu.",潘令之桃結實，我亦何求。
"Nhiên nhi Thiệu Bá cam đường bất phạt, tổng nhân tâm chi tư mộ,",然而召伯甘棠不伐，總人心之思慕，
"Sở dĩ Dương Công nghiễn thủ hưng ngôn, thị lai giả chi trù mâu.",所以羊公峴首興言，示來者之綢繆。
"Viết đình, viết các,",曰庭曰閣，
"Thành ấp, thành đô.",成邑成都。
"Tiên tung phiếu diểu,",仙蹤縹緲，
Vãng sự hoang vu.,往事荒蕪。
"Cung lạp lâm gian, Tề đông dã chi vọng ngôn khả tiếu,",筇笠林間，齊東野之妄言可笑，
"Mạc duy giang thượng, Triệu bắc phương chi giai thoại hoàn vô.",幕帷江上，趙北方之佳話還無。
"Hư dĩ truyền hư,",虛以傳虛，
Tín nan khả tín.,信難可信。
"Nhân tư cựu trạch nhi bất vong,",人思舊澤，而不忘，
Ngã độc phi linh nhi mặc vận.,我獨飛靈，而默運。
"Thạch khởi năng ngôn chi vật, chuyển dã hà tằng,",石豈能言之物，轉也何曾，
"Cối truyền tả nữu chi văn, thị thuỳ mậu dẫn.",檜傳左紐之文，是誰謬引。
"Toại sử thiên thu vận sự, di tích nan bằng,",遂使千秋韻事，遺跡難憑，
"Thức khán nhất phiến nhàn vân, tiên tích bất mẫn.",識看一片閒雲，仙跡不泯。
"Chư quân độc thư, nghi tế tâm phẫu tích, vật khả nhân vân diệc vân.",諸君讀書，宜細心剖析，勿可人云亦云。
"Kim ngã dữ chư quân hữu duyên, đặc phụ kê bút giáng đàn, tác thử “Dạ Trạch tiên gia phú”, dĩ phá thiên cổ chi hoặc.",今我與諸君有緣，特附乩筆降壇，作此夜澤仙家賦以破千古之惑。
Khả huyền vu chính trung điện ngoại.,可懸于正中殿外。
"Đế trụ đương hưng, thiên thần đản giáng, đỉnh đồ huy xích nhất đao.",帝冑當興，天神誕降，鼎圖揮斥一刀。
"Hách hách anh thanh nghĩa khái, trực dục xương Thục Hán nhi điễn Tôn Tào.",赫赫英聲義概，直欲昌蜀漢而殄孫曹。
"Thiên tải hạ đan thanh miêu hội, nãi kỳ tu my chi tự;",千載下丹青描繪，乃其鬚眉之似。
"Nhược phù tinh linh dương trạc, chung cổ vô cực;",若夫精靈洋濯，終古無極。
"Phổ hoàn doanh nhi đồng kính, nghiễm nhiên chiêu cách vu huân hao.",普寰瀛而同敬，儼然昭格于焄蒿。
"Nhược hữu vật hề chí vi, sấm diệu xảo hề hoá ky.",若有物兮至微，闖妙巧兮化機。
"Hà linh linh nhi dị dị, phục quái quái nhi kỳ kỳ.",何靈靈而異異，復怪怪而奇奇。
"Hình tuy trùng chi đặc tiếu, thân thị diệp chi giai vi.",形雖虫之特肖，身是葉之皆為。
"Sưu đồ kinh ư vãng điệp, cánh mạc thức nhi mạc tri.",蒐圖經於往牒，竟莫識而莫知。
Tư phi Kim Âu sơn trang chi thụ thượng nhi hoá tác diệp mã nhi giả hồ!,茲非金甌山莊之樹上而化作葉馬兒者乎。
Quan kỳ:,觀其：
"Thông thiến thái phù, quyền kỳ tú trạc.",蔥蒨彩浮，權奇秀擢。
"Bối thụ tích hề cắng liên, phúc hoành văn hề ẩn ước.",背豎脊兮亙連，腹橫文兮隱約。
"Bỉ giác bỉ đề, thục tiễn thục tước?",彼角彼蹄，孰剪孰削？
"Tố tưởng tượng ư hồng mông, uyển long mã chi tương nhược.",溯想像於鴻蒙，苑龍馬之相若。
"Tích tuy bạng ư lâm tuyền, chí tẩm trì ư liêu khoác.",跡雖傍於林泉，志寔馳於寥廓。
"Khế Hầu Lĩnh chi nguyệt minh, hy Phù Tang chi hiểu trạc.",憩緱嶺之月明，晞扶桑之曉濯。
"Phong dao chi ảnh, kinh ngọc lặc chi tương huy.",風搖枝影，驚玉勒之將揮。
"Hà chuyển thụ yêu, hoảng kim ky chi sơ lạc.",霞轉樹腰，恍金羈之初絡。
"Thích ngộ viên đinh, như phùng Bá Nhạc.",適遇園丁，如逢伯樂。
"Chuyển miện hồ thanh lâm chi trắc, la trí hồ ỷ tịch chi tiền.",轉眄乎青林之側，羅置乎綺席之前。
"Hoan thừa nặc nhất, giá trọng kim thiên.",歡承諾一，價重金千。
"Bỉ tập liệu chi đào trùng, do kiến ca ư “Chu tụng”.",彼集蓼之桃蟲，猶見歌於周頌。
"Nhi tại tang chi hoắc thục, thượng bá vịnh ư “Mân thiên”.",而在桑之藿蠋，尚播詠於豳篇。
"Thẩn thị vật chi chí vi, ngụ hoá công chi thâm ý.",矧是物之至微，寓化工之深意。
"Bất sinh hồ khoan nhàn chi dã, nhi thác tích ư động thiên.",不生乎寬閒之野，而托跡於洞天。
"Bất xứ hồ tịch mịch chi tân, nhi lai du ư phúc địa.",不處乎寂寞之濱，而來遊於福地。
"Đắc phi huỷ trung chi linh, mao trung chi dị hồ!",得非卉中之靈，毛中之異乎。
"Phủ ngưỡng kim cổ, thiên tải phù khế.",俯仰今古，千載符契。
"Trị thuỷ tất nhi qui trình, tác kinh thành nhi lân chí.",治水畢而龜程，作經成而麟至。
"Lượng khí ứng chi thích nhiên, diệc thánh hiền chi lực trí.",諒氣應之適然，亦聖賢之力致。
Ngã Thánh tướng: tâm tạo hoá chi tâm dĩ vi tâm; trí tạo hoá chi trí dĩ vi trí.,我聖相：心造化之心以為心，智造化之智以為智。
"Thủ thiên xích nhi đế tượng hồ càn khôn, cung hoá quân nhi đào thành hồ thứ vị.",手天尺而締匠乎乾坤，躬化鈞而陶成乎庶彙。
"Phàm phú hình tiếu chất ư lưỡng gian giả, mạc bất cổ vũ hồ xuân phong mộc dục hồ hoà khí.",凡賦形肖質於兩間者，莫不鼓舞乎春風沐浴乎和氣。
"Sinh giả lạc kỳ sinh, toại giả đắc kỳ toại.",生者樂其生，遂者得其遂。
"Công giả trình kỳ năng, thuật giả thụ kỳ kỹ.",工者程其能，術者售其技。
"Chí tư quyên nhuyễn chi vi trùng, diệc hiệu xảo tâm chi nhất thí.",至茲蜎蝡之微虫，亦效巧心之一試。
"Nhân quan vật dĩ hưng hoài, mặc cảm phu hồ khí loại.",因觀物以興懷，默感孚乎氣類。
"Kỳ kỷ thuật dã, Đường Thúc đắc Gia Hoà chi thư.",其紀述也，唐叔得嘉禾之書。
"Kỳ thưởng ngoạn dã, Thành Vương vô tiễn đồng chi hí.",其賞玩也，成王無剪桐之戲。
"Cẩu phi tạo vật chi diệu, hoá công chi chí, an năng trí thị hồ!",苟非造物之妙，化工之至，安能致是乎！
"Ngưỡng duy: thánh trí chi năng, nhi phi chúng nhân chi sở khả nghị dã.",仰惟：聖智之能，而非眾人之所可議也。
"Thiết hựu: phản phúc thiên tâm, trừu dịch nhân sự.",竊又：反覆天心，紬繹人事。
"Dữ kỳ sinh thụ thượng linh dị chi trùng, thục nhược sản nhân trung tuấn dật chi tài, cao mại chi sĩ?",與其生樹上靈異之虫，孰若產人中俊逸之才，高邁之士？
