vi,cn
"Nam chinh phục bắc hoàn,",南征復北還，
Nhiễu nhiễu bách niên gian.,擾擾百年間。
"Tự tiếu hồng trần lý,",自笑紅塵裏，
Sinh nhai bất tạm nhàn.,生涯不暫閑。
"Thắng địa du tuy biến,",勝地遊雖遍，
Quan sơn hợp hữu thi.,關山合有詩。
"Quan thân vô định tích,",官身無定跡，
Vị cảm dữ tăng kỳ.,未敢與僧期。
"Giang thượng tam thiên nhạn,",江上三千雁，
Niên niên quá cố cung.,年年過故宮。
"Khả liên giang thượng nguyệt,",可憐江上月，
Thiên chiếu đoạn căn bồng.,偏照斷根蓬。
"Thiên niên cổ mạo đa,",千年古貌多，
Bát nguyệt thu đào vãn.,八月秋濤晚。
"Ngẫu bị chủ nhân lưu,",偶被主人留，
Na tri lai cận viễn.,那知來近遠。
"Liễu hạ sài phi tĩnh,",柳下柴扉靜，
Ngư gia vô tứ lân.,漁家無四鄰。
"Nhật tà giang thượng lộ,",日斜江上路，
Hà xứ độc quy nhân?,何處獨歸人。
"Đình hàn chiếu cổ nguyệt,",亭寒照古月，
Lũng ám tích sầu vân.,隴暗積愁雲。
"Kim nhật xuất môn thụ,",今日出門樹，
Hà xứ hữu tướng quân.,何處有將軍。
"Tham thắng quyện khước vong,",貪勝倦卻忘，
Liên kỳ mục bất xả.,憐奇目不捨。
"Khách lai tăng vị tri,",客來僧未知，
Thụ hạ thập sơn quả.,樹下拾山菓。
"Thanh khê tẩy ngã túc,",淸溪洗我足，
Khán sơn tịnh ngã mục.,看山淨我目。
"Thử ngoại cánh vô cầu,",此外更無求，
Bất mộng nhàn vinh nhục.,不夢閒榮辱。
"Thạch hiểm thiên mạo phân,",石险天貌分，
Lâm giao nhật dung khuyết.,林交日容缺。
"Âm giản lạc xuân vinh,",阴涧落春荣，
Hàn nham lưu hạ tuyết.,寒岩留夏雪。
"Hoán khởi song toàn thự,",喚起窗全曙，
Thôi quy nhật vị tê.,催歸日未西。
"Vô tâm hoa lý điểu,",無心花裏鳥，
Cánh dữ hữu tình đề.,更與有情啼。
"Tích giả thuỳ năng tỉ,",昔者誰能比，
Kim lai sự bất đồng.,今來事不同。
"Tịch liêu thanh thảo khúc,",寂寥青草曲，
Tán mạn bạch du phong.,散漫白榆風。
"Giá đảo đằng toàn lạc,",架倒藤全落，
Ly băng trúc bán không.,籬崩竹半空。
"Ninh tu trù trướng lập,",寧須惆悵立，
Phiên phúc bản vô cùng.,翻覆本無窮。
"Phan phan chiêu dật khách,",攀攀招逸客，
Yển quế hiệp u tình.,偃桂協幽情。
"Thuỷ trung khán thụ ảnh,",水中看樹影，
Phong lý thính tùng thanh.,風裏聽松聲。
"Tạm du Nhân Trí sở,",暫游仁智所，
Tiêu nhiên tùng quế tình.,蕭然松桂情。
"Ký thê ngôn độn khách,",寄栖言遁客，
Vật phục phỏng Bồng Doanh.,勿复訪蓬瀛。
"Mãn chỉ hoang đường ngôn,",滿紙荒唐言，
Nhất bả tân toan lệ!,一把辛酸淚！
"Đô vân tác giả si,",都云作者癡，
Thuỳ giải kỳ trung vị?,誰解其中味？
"Lục thụ tàn xuân ngoại,",綠樹殘春外，
Song phi cẩm dực tề.,雙飛錦翼齊。
"Trường Sa hữu thiên khách,",長沙有遷客，
Mạc hướng vũ trung đề.,莫向雨中啼。
"Quyện thái my vu diệp,",倦採蘼蕪葉，
Tham liên chiếu đảm minh.,貪憐照膽明。
"Lưỡng biên câu thức lệ,",兩邊俱拭淚，
Nhất xứ hữu đề thanh.,一處有啼聲。
"Ký giải đáo Nam Ninh,",既解到南寧，
Hựu giải phản Vũ Minh;,又解返武鳴。
"Loan loan, khúc khúc giải,",彎彎曲曲解，
Đồ diên ngã hành trình.,徒延我行程。
Bất bình!,不平！
"Niệu niệu cổ đê biên,",嫋嫋古堤邊，
Thanh thanh nhất thụ yên.,青青一樹煙。
"Nhược vi ty bất đoạn,",若為絲不斷，
Lưu thủ hệ lang thuyền.,留取繫郎船。
"Giang tống Ba nam thuỷ,",江送巴南水，
Sơn hoành tái bắc vân.,山橫塞北雲。
"Tân đình thu nguyệt dạ,",津亭秋月夜，
Thuỳ kiến khấp ly quần.,誰見泣離群。
"Loạn yên lung bích thế,",亂煙籠碧砌，
Phi nguyệt hướng nam đoan.,飛月向南端。
"Tịch tịch ly đình yểm,",寂寂離亭掩，
Giang sơn thử dạ hàn.,江山此夜寒。
"Ngạn chuyển, thụ tà xuất,",岸轉樹斜出，
"Khê thâm, hoa đảo khai.",溪深花倒開。
"Vãn hà, cô điểu một,",晚霞孤鳥沒，
"Hiểu vũ, phiến phàm lai.",曉雨片帆來。
"Lộ chuyển trưởng xuyên viễn,",路轉長川遠，
Vân đê khoáng dã bình.,雲低曠野平。
"Thiên hàn chinh nhạn khổ,",天寒征雁苦，
Sa trướng túc âu kinh.,沙漲宿鷗驚。
"Quỷ hoả lâm gian bích,",鬼火林間碧，
Ngư đăng vũ ngoại minh.,漁燈雨外明。
"Quy chu dạ vị bạc,",歸舟夜未泊，
Nha yết lỗ do minh.,鴉軋櫓猶鳴。
"Độc chước phương xuân tửu,",獨酌芳春酒，
Đăng lâu dĩ bán huân.,登樓已半曛。
"Thuỳ kinh nhất hàng nhạn,",誰驚一行雁，
Xung đoạn quá giang vân.,沖斷過江雲。
"Giá đắc Cù Đường cổ,",嫁得瞿塘賈，
Triêu triêu ngộ thiếp kỳ.,朝朝誤妾期。
"Tảo tri triều hữu tín,",早知潮有信，
Giá dữ lộng triều nhi.,嫁與弄潮兒。
"Phát hướng Hoành Đường khẩu,",發向橫塘口，
Thuyền khai trị cấp lưu.,船開值急流。
"Tri lang cựu thì ý,",知郎舊時意，
Thả thỉnh long thuyền đầu.,且請攏船頭。
"Lục giang thâm kiến để,",綠江深見底，
Cao lãng trực phiên không.,高浪直翻空。
"Quán thị hồ biên trú,",慣是湖邊住，
Chu khinh bất uý phong.,舟輕不畏風。
"Trục lưu khiên hạnh thính,",逐流牽荇聽，
Lục ngạn trích lô miêu.,綠岸摘蘆苗。
"Vị tích uyên ương điểu,",為惜鴛鴦鳥，
Khinh khinh động hoạ kiêu.,輕輕動畫橈。
"Nhật mộ Trường Giang lý,",日暮長江裏，
Tương yêu quy độ đầu.,相邀歸渡頭。
"Lạc hoa như hữu ý,",落花如有意，
Lai khứ trục thuyền lưu.,來去逐船流。
"Thiếp gia Hoành Đường đông,",妾家橫塘東，
Dữ lang sạ tương phùng.,與郎乍相逢。
"Lang lai bất tu vấn,",郎來不須問，
Môn ngoại thực ngô đồng.,門外植梧桐。
"Thiếp gia Hoành Đường tê,",妾家橫塘西，
Xuân hoa áp chi đê.,春花壓枝低。
"Lục ba tịnh như kính,",綠波淨如鏡，
Chỉ trữ uyên ương thê.,只著鴛鴦棲。
"Thuỷ diện tế phong sinh,",水面細風生，
Lăng ca mạn mạn thanh.,菱歌慢慢聲。
"Khách đình lâm tiểu thị,",客亭臨小市，
Đăng hoả dạ trang minh.,燈火夜妝明。
"Hốt kiến hàn mai thụ,",忽見寒梅樹，
Khai hoa Hán thuỷ tân.,開花漢水濱。
"Bất tri xuân sắc tảo,",不知春色早，
Nghi thị lộng châu nhân.,疑是弄珠人。
"Giang thuỷ dạng tây phong,",江水漾西風，
Giang hoa thoát vãn hồng.,江花脫晚紅。
"Ly tình bị hoạnh địch,",離情被橫笛，
Xuy quá loạn sơn đông.,吹過亂山東。
"Giang thượng vãng lai nhân,",江上往來人，
Đãn ái lô ngư mỹ.,但愛鱸魚美。
"Quân khan nhất diệp chu,",君看一葉舟，
Xuất một phong ba lý.,出沒風波裡。
"Phong ngạn nguyệt tà minh,",楓岸月斜明，
Viên đề lữ mộng kinh.,猿啼旅夢驚。
"Sầu đa trường dị đoạn,",愁多腸易斷，
Bất đãi đệ tam thanh.,不待第三聲。
"Tịch lịch thu giang ngư hoả hy,",寂歷秋江漁火稀，
Khởi khan tàn nguyệt ánh lâm vi.,起看殘月映林微。
"Ba quang thuỷ điểu kinh do túc,",波光水鳥驚猶宿，
Lộ lãnh lưu huỳnh thấp bất phi.,露冷流螢濕不飛。
"Thiên sơn điểu phi tuyệt,",千山鳥飛絕，
Vạn kính nhân tung diệt.,萬徑人蹤滅。
"Cô chu thoa lạp ông,",孤舟簑笠翁，
Độc điếu hàn giang tuyết.,獨釣寒江雪。
"Đạm tảo trường thiên sắc,",淡掃長天色，
Do văn lưu thuỷ thanh.,猶聞溜水聲。
"Phù tây thiên thụ xuất,",浮西千樹出，
Trị bắc chúng phong sinh.,值北眾風生。
"Tác pháp bất tự tễ,",作法不自斃，
Du nhiên quá tứ thập.,悠然過四十。
"Hà phương đổ phì đầu,",何妨賭肥頭，
Để đáng biện chứng pháp.,抵擋辯證法。
"Khả liên chức nữ tinh,",可憐織女星，
Hoá vị mã lang phụ.,化為馬郎婦。
"Ô thước nghi bất lai,",烏鵲疑不來，
Điều điều ngưu nãi lộ.,迢迢牛奶路。
"Thế giới hữu văn học,",世界有文學，
Thiếu nữ đa phong đồn.,少女多豐臀。
"Kê thang đại trư nhục,",雞湯代豬肉，
Bắc tân toại yểm môn.,北新遂掩門。
"Danh nhân tuyển tiểu thuyết,",名人選小說，
Nhập tuyến vân hữu hạn.,入線雲有限。
"Tuy hữu vọng viễn cảnh,",雖有望遠鏡，
Vô nại cận thị nhãn.,無奈近視眼。
"Hạ nguyệt chính tồ thử,",夏月正徂暑，
Dao khê bất đoạn phân.,遙溪不斷芬。
"Nam phong giải dân uấn,",南風解民慍，
Vị trợ ngũ huyền huân.,爲助五弦薰。
"Phất phất sinh tàn huy,",拂拂生殘暉，
Tằng tằng như liệt phi.,層層如裂緋。
"Thiên phong tiễn thành phiến,",天風剪成片，
Nghi tác tiên nhân y.,疑作仙人衣。
"Tuyền xu vô đình vận,",璿樞無停運，
Tứ tự tương thác hành.,四序相錯行。
"Ký ngôn hách hy cảnh,",寄言赫曦景，
Kim nhật nhất âm sinh.,今日一陰生。
"Cố quốc tam thiên lý,",故國三千里，
Thâm cung nhị thập niên.,深宮二十年。
"Nhất thanh “Hà Mãn Tí”,",一聲何滿子，
Song lệ lạc quân tiền.,雙淚落君前。
"Cao tình lâm sảng nguyệt,",高情臨爽月，
Cấp hưởng tống thu phong.,急響送秋風。
"Độc hữu nguy quan ý,",獨有危冠意，
Hoàn tương suy mấn đồng.,還將衰鬢同。
"Tú mạc san hô câu,",繡幕珊瑚鉤，
Xuân khai phí thuý lâu.,春開翡翠樓。
"Thâm tình bất khẳng đạo,",深情不肯道，
Kiều ỷ điền không hầu.,嬌倚鈿箜篌。
"Hàn chúc chiếu thanh dạ,",寒燭照清夜，
Sanh ca cách tiển tường.,笙歌隔蘚墻。
"Nhất tòng Phi Yến nhập,",一從飛燕入，
Tiện bất kiến quân vương.,便不見君王。
"Hiểu phát sơ lâm thuỷ,",曉髮梳臨水，
Hàn đường toạ kiến thu.,寒塘坐見秋。
"Hương tâm chính vô hạn,",鄉心正無限，
Nhất nhạn độ nam lâu.,一雁度南樓。
"Triêu du phù vân kiệu,",朝遊浮雲嶠，
Mộ túc minh nguyệt loan.,暮宿明月灣。
"Hốt nhiên đắc giai thú,",忽然得佳趣，
Vạn tương sinh hào đoan.,萬象生毫端。
"Lãn diêu bạch vũ phiến,",懒搖白羽扇，
Loã thể thanh lâm trung.,裸體青林中。
"Thoát cân quải thạch bích,",脫巾挂石壁，
Lộ đính sái tùng phong.,露嵿洒松風。
"Sinh đương tác nhân kiệt,",生當作人傑，
Tử diệc vi quỷ hùng.,死亦為鬼雄。
"Chí kim tư Hạng Vũ,",至今思項羽，
Bất khẳng quá Giang Đông.,不肯過江東。
"Liêu lạc cổ hành cung,",寥落古行宮，
Cung hoa tịch mịch hồng.,宮花寂寞紅。
"Bạch đầu cung nữ tại,",白頭宮女在，
Nhàn toạ thuyết Huyền Tông.,閒坐說玄宗。
"Vạn tính yếm can qua,",萬姓厭干戈，
Tam biên thượng vị tri.,三邊尚未知。
"Tướng quân khoa bảo kiếm,",將軍誇寶劍，
Công tại sát nhân đa.,功在殺人多。
"Cường dục đăng cao khứ,",強欲登高去，
Vô nhân tống tửu lai.,無人送酒來。
"Dao liên cố viên cúc,",遙憐故園菊，
Ưng bạng chiến trường khai.,應傍戰場開。
"Phổ thiên giai diệt diễm,",普天皆滅焰，
Tạp địa tận tàng yên.,匝地盡藏煙。
"Bất tri hà xứ hoả,",不知何處火，
Lai tựu khách tâm nhiên?,來就客心然。
"Khoảnh thừa chủ nhiệm tống thư lai,",頃乘主任送書來，
Độc bãi tinh thần giác đốn khai;,讀罷精神覺頓開。
"Lãnh tụ vĩ ngôn như tại nhĩ,",領袖偉言如在耳，
Thiên biên oanh động nhất thanh lôi.,天邊轟動一聲雷。
"Ỷ trạo xuân giang thượng,",倚棹春江上，
Hoành chu thạch ngạn tiền.,橫舟石岸前。
"Sơn minh hành nhân đoạn,",山暝行人斷，
Điều điều độc phiếm tiên.,迢迢獨泛仙。
"Thuỳ hệ tây chi mã,",誰系西枝馬，
Mã tê hoa loạn phi.,馬嘶花亂飛。
"Loạn phi hồn tự khả,",亂飛渾自​​可，
Mạc khiển chiết hoa chi.,莫遣折花枝。
"Đội đội xuân canh tượng,",隊隊春耕象，
Phân phân vân thảo cầm.,紛紛耘草禽。
"Tự Nghiêu đăng bảo vị,",嗣堯登寶位，
Hiếu cảm động thiên tâm.,孝感動天心。
"Thử khí hiểu lai thanh,",暑氣曉來清，
Thời thời văn viễn oanh.,時時聞遠鶯。
"Hoàn tư cố viên lộ,",還思故園路，
Tùng hạ lục đài sinh.,松下綠苔生。
"Thiếu văn kê thanh miên,",少聞雞聲眠，
Lão thính kê thanh khỉ.,老聽雞聲起。
"Thiên cổ vạn đại nhân,",千古萬代人，
Tiêu ma sổ thanh lý.,消磨數聲裏。
"Hiểu toạ đối trà âu,",曉坐對茶甌，
Không tâm lãn ứng tiếp.,空心懶應接。
"Kê điểu thanh phục thanh,",雞鳥聲復聲，
Tình vân bố loạn điệp.,晴雲布亂蝶。
"Vân nhật năng thôi hiểu,",雲日能催曉，
Phong quang bất tích niên.,風光不惜年。
"Lại phùng chinh lộ tận,",賴逢征路盡，
Quy tại lạc hoa tiền.,歸在落花前。
"Liên tử bất khả đắc,","蓮子不可得,"
Liên hoa sinh thuỷ trung.,蓮花生水中。
"Do thắng đạo bàng liễu,","猶勝道傍柳,"
Vô sự đãng đông phong.,無事蕩東風。
"Liên diệp vị khai thì,",蓮葉未開時，
Khổ tâm chung nhật quyển.,苦心終日卷。
"Xuân thuỷ đồ đãng dạng,",春水徒蕩漾，
Hà hoa vị khai triển.,荷花未開展。
"Hữu ý hiềm binh bộ,",有意嫌兵部，
Chuyên tâm vọng khảo công.,專心望考功。
"Thuỳ tri cước thặng đặng,",誰知腳蹭蹬，
Kỷ lạc tỉnh tường đông.,幾落省牆東。
"Viễn khan sơn hữu sắc,",遠看山有色，
Cận thính thuỷ vô thanh.,近聽水無聲。
"Xuân khứ hoa hoàn tại,",春去花還在，
Nhân lai điểu bất kinh.,人來鳥不驚。
"Phong điệp khứ phân phân,",蜂蝶去紛紛，
Hương phong cách ngạn văn.,香風隔岸聞。
"Dục tri hoa đảo xứ,",欲知花島處，
Thuỷ thượng mịch hồng vân.,水上覓紅雲。
"Hoa hạ nhất hồ tửu,",花下一壺酒，
Định tương thuỳ cử bôi.,定將誰舉杯。
"Tuyết anh phi lạc cận,",雪英飛落近，
Nghi thị cố nhân lai.,疑是故人來。
Hà vật lệnh nùng tiện?,何物令儂羨，
Tiện lang thuyền vĩ yến.,羨郎船尾燕。
"Nhai nê sấn tường can,",街泥趁檣竿，
Thực túc thường tương kiến.,食宿常相見。
"Đương niên thạch hổ bất sinh phong,",當年石虎不生風，
Nhất đới hoang sơn lục dã trung.,一帶荒山綠野中。
"Bàn cứ thiên thu do bạch địa,",盤據千秋猶白地，
Đỗ quyên thanh xứ lạc hoa hồng.,杜鵑聲處落花紅。
"Tích biệt liễu điều lục,",昔別柳條綠，
Như kim sương diệp phiên.,如今霜葉翻。
"Tư quân độc vô ngữ,",思君獨無語，
Hàn nhật hạ hoang nguyên.,寒日下荒原。
"Đông hoàng tằng chước nhãn,",東皇曾酌眼，
Dĩ hứa bách hoa khôi.,以許百花魁。
"Chỉ vị khiêm khiêm ý,",只爲謙謙意，
Phiên giao tiệm tiệm khai.,番交漸漸開。
"Dao tưởng quan đào xứ,",遙想觀濤處，
Do ức thái liên ca.,猶憶採蓮歌。
"Vô nhân quan tái diệp,",無因關塞葉，
Cộng há Động Đình ba.,共下洞庭波。
"Văn quân đình trúc vịnh,",聞君庭竹詠，
U ý tuế hàn đa.,幽意歲寒多。
"Thán tức vị quan tiểu,",嘆息為冠小，
Lương công tương nại hà.,良工將奈何。
"Thuỷ biên dương liễu khúc trần ty,",水邊楊柳麴塵絲，
Lập mã phiền quân chiết nhất chi.,立馬煩君折一枝。
"Duy hữu xuân phong tối tương tích,",惟有春風最相惜，
Ân cần cánh hướng thủ trung xuy.,殷勤更向手中吹。
"Liệu phố tam thu vũ,",蓼浦三秋雨，
Quân bồng bán dạ thanh.,筠篷半夜聲。
"Cô đăng minh hựu diệt,",孤燈明又滅，
Hồ hải thập niên tình.,湖海十年情。
"Mao xá nhân yên lý,",茅舍人煙裡，
Cô chu tiểu bạc thì.,孤舟小泊時。
"Thôn đồng tam tứ bối,",村童三四輩，
Duyên thuỷ mịch bành kỳ.,沿水覓蟛蜞。
"Nhân nhàn quế hoa lạc,",人閒桂花落，
Dạ tĩnh xuân sơn không.,夜靜春山空。
"Nguyệt xuất kinh sơn điểu,",月出驚山鳥，
Thời minh xuân giản trung.,時鳴春澗中。
"Nhật nhật thái liên khứ,",日日採蓮去，
Châu trường đa mộ quy.,洲長多暮歸。
"Lộng cao mạc tiễn thuỷ,",弄篙莫濺水，
Uý thấp hồng liên y.,畏溼紅蓮衣。
"Sạ hướng hồng liên một,",乍向紅蓮沒，
Phục xuất thanh bồ dương.,復出清蒲揚。
"Độc lập hà ly si,",獨立何褵褷，
Hàm ngư cổ tra thượng.,銜魚古查上。
"Triêu canh thượng bình điền,",朝耕上平田，
Mộ canh thượng bình điền.,暮耕上平田。
"Tá vấn vấn tân giả,",借問問津者，
Ninh tri tự nịch hiền.,寧知沮溺賢。
"Xuân trì thâm thả quảng,",春池深且廣，
Hội đãi khinh chu hồi.,會待輕舟迴。
"Mị mị lục bình hợp,",靡靡綠萍合，
Thuỳ dương tảo phục khai.,垂楊掃復開。
"Trì trì nhật khí ái,",遲遲日氣曖，
Mạn mạn tuyết thiên xuân.,漫漫雪天春。
"Tri quân dục tuý ẩm,",知君欲醉飲，
Tư kiến thử giao thân.,思見此交親。
"Thân giao thử kiến tư,",親交此見思，
Ẩm tuý dục quân tri.,飲醉欲君知。
"Xuân thiên tuyết mạn mạn,",春天雪漫漫，
Ái khí nhật trì trì.,曖氣日遲遲。
"Hà xứ vô minh nguyệt,",何處無明月，
Không sơn độc dạ khan.,空山獨夜看。
"Hồi đầu tư cố hương,",回頭思故鄉，
Cử đầu vọng Trường An.,舉頭望長安。
"Viễn viễn tòng tăng tự,",遠遠從僧寺，
Đông đông lạc khách bồng.,鼕鼕落客篷。
"Triều sinh thiên địa hiểu,",潮生天地曉，
Nguyệt bạch hựu giang không.,月白又江空。
"Xuân lai bán nguyệt độ,",春來半月度，
Tục kỵ nhất triêu nhàn.,俗忌一朝閑。
"Bất chước tha hương tửu,",不酌他鄉酒，
Vô kham đối Sở san.,無堪對楚山。
"Phi điểu khứ bất cùng,",飛鳥去不窮，
Liên sơn phục thu sắc.,連山復秋色。
"Thướng há Hoa Tử cương,",上下華子岡，
Trù trướng tình hà cực.,惆悵情何極！
"Lạc nhật tùng phong khởi,",落日松風起，
Hoàn gia thảo lộ hy.,還家草露晞。
"Vân quang xâm lý tích,",雲光侵履跡，
Sơn thuý phất nhân y.,山翠拂人衣。
"Minh minh thường tự tại,",明明常自在，
Diệc niết mục tác quái.,亦揘目作怪。
"Kiến quái bất kiến quái,",見怪不見怪，
Kỳ quái tất tự hoại.,其怪悉自壞。
"Ngã hữu sổ hàng lệ,",我有數行淚，
Bất lạc thập dư niên.,不落十餘年，
"Kim nhật vị quân tận,",今日為君盡，
Tịnh sái thu phong tiền.,並灑秋風前。
"Chân thân thành vạn tượng,",真身成萬象，
Vạn tượng tức chân thân.,萬象即真身。
"Nguyệt điện vinh đan quế,",月殿榮丹桂，
Đan quế tại nhất luân.,丹桂在一輪。
"Khứ niên vô hoa khán,",去年無花看，
Kim niên vị khán hoa.,今年未看花。
"Cánh văn phiêu lạc tận,",更聞飄落盡，
Tẩu mã hướng thuỳ gia?,走馬向誰家？
"Học nãi thân chi bảo,",學乃身之寶，
Nho vi tịch thượng trân.,儒為席上珍。
"Quân khan vi tể tướng,",君看為宰相，
Tất dụng độc thư nhân.,必用讀書人。
"Học vấn cần trung đắc,",學問勤中得，
Huỳnh song vạn quyển thư.,螢窗萬卷書。
"Tam đông kim túc dụng,",三冬今足用，
Thuỳ tiếu phúc không hư?,誰笑腹空虛？
"Vạn trượng hồng tuyền lạc,",萬丈紅泉落，
Thiều thiều bán tử phân.,迢迢半紫氛。
"Bôn lưu há tạp thụ,",奔流下雜樹，
Sái lạc xuất trùng vân.,灑落出重雲。
"Nhật chiếu hồng nghê tự,",日照虹霓似，
Thiên thanh phong vũ văn.,天清風雨聞。
"Linh sơn đa tú sắc,",靈山多秀色，
Không thuỷ cộng nhân uân.,空水共氤氳。
"Lục diễm nhàn thả tĩnh,",綠艷閒且靜，
Hồng y thiển phục thâm.,紅衣淺復深。
"Hoa tâm sầu dục đoạn,",花心愁欲斷，
Xuân sắc khởi tri tâm.,春色豈知心。
"Đan quế nhất tùng, mai nhất tùng,",丹桂一叢梅一叢，
"Bán viên hồng nhật, mãn viên phong.",半園紅日滿園風。
"Giác lai vấn bộc miên đa thiểu,",覺來問僕眠多少，
Tằng hữu cao ngâm xuất mộng trung.,曾有高吟出夢中。
"Kính xích thiên dư đoá,",徑尺千餘朵，
Nhân gian hữu thử hoa.,人間有此花。
"Kim triêu kiến nhan sắc,",今朝見顏色，
Cánh bất hướng chư gia.,更不向諸家。
"""Dương liễu"" uất thanh thanh,",楊柳郁青青，
"""Trúc chi"" vô hạn tình.",竹枝無限情。
"Chu lang nhất hồi cố,",周郎一回顧，
"Sở xướng ""Hột na"" thanh.",所唱紇那聲。
"Đạp khúc hứng vô cùng,",踏曲興無窮，
Điệu đồng từ bất đồng.,調同詞不同。
"Nguyện quân thiên vạn thọ,",願君千萬壽，
Trường tác chủ nhân ông.,長作主人翁。
"Hiển dương thù phụ mẫu,",顯揚酬父母，
Khai thác dụ nhi tôn.,開拓裕兒孫。
"Phương thị chân nam tử,",方是眞男子，
Phong lưu hạt túc ngôn.,風流曷足言。
"Đại khôi chí ứng cử,",大魁志應舉，
Tể tướng chí vi quan.,宰相志為官。
"Miễn tử tân niên ngữ,",勉子新年語，
Ái thân vô đẳng nhàn.,愛親無等閒。
"Nhị Tuyền kết nham phu,",二泉結岩趺，
Mật tảo nhất hoằng dưỡng.,密藻一泓養。
"Đàm sắc phù xuân không,",潭色浮春空，
Sơn tĩnh du ngư hưởng.,山靜游魚響。
"Tĩnh các đàm huyền dạ,",靜閣談玄夜，
Nam lâu bái nguyệt nhật.,南樓拜月日。
"Thanh phong xuy bất đoạn,",清風吹不斷，
Vi diệu độc tâm tri.,微妙獨心知。
"Vô hạn tương tư khổ,",無限相思苦，
Hàm tình đối đoản song.,含情對短窗。
"Khủng qui Xa Đà Lợi,",恐歸沙吒利，
Hà xứ mịch vô song?,何處覓無雙？
"Tác hữu trần sa hữu,",作有塵沙有，
Vi không nhất thiết không.,為空一切空。
"Hữu, không như thuỷ nguyệt,",有空如水月，
Vật trước hữu không không.,勿著有空空。
"Thiềm gian thanh phong điệm,",簷間清風簟，
Tùng hạ minh nguyệt bôi.,松下明月盃。
"U ý chính như thử,",幽意正如此，
Huống nãi cố nhân lai.,況乃故人來。
"Huyễn pháp giai thị huyễn,",幻法皆是幻，
Huyễn tu giai thị huyễn.,幻修皆是幻。
"Nhị huyễn giai bất tức,",二幻皆不即，
Tức thị trừ chư huyễn.,即是除諸幻。
"Hữu khách khán huyên thảo,",有客看萱草，
Chung thân hối viễn du.,終身悔遠遊。
"Hướng nhân không tự lục,",向人空自綠，
Vô phục giải vong ưu.,無復解忘憂。
"Khách tuý miên vị khởi,",客醉眠未起，
Chủ nhân hô giải trình.,主人呼解酲。
"Dĩ ngôn kê thử thục,",已言雞黍熟，
Phục đạo ủng đầu thanh.,復道甕頭清。
"Giáo ngoại khả biệt truyền,",教外可別傳，
Hy Di tổ phật uyên.,希夷祖佛淵。
"Nhược nhân dục biện đích,",若人欲辨的，
Dương diệm mịch cầu yên.,陽焰覓求煙。
"Hỷ trúng thanh tiền tuyển,",喜中青錢選，
Tài cao áp tuấn anh.,才高壓俊英。
"Huỳnh song tân thoát tích,",螢窗新脱跡，
Nhạn tháp tảo đề danh.,雁塔早題名。
"Hoa chủng hữu sinh tính,",華種有生性，
"Nhân địa, hoa sinh sinh.",因地華生生。
"Đại duyên dữ tín hợp,",大緣與信合，
Đương sinh sinh bất sinh.,當生生不生。
"Dưỡng kê túng kê thực,",養雞縱雞食，
Kê phì nãi phanh chi.,雞肥乃烹之。
"Chủ nhân kế cố giai,",主人計固佳，
Bất khả sử kê tri.,不可使雞知。
"Minh chân như tính hải,",明真如性海，
Kim tường phổ chiếu thông.,金詳譜照通。
"Chỉ đạo thành chính quả,",恉道成正果，
Giác ngộ chứng chân không.,覺悟証真空。
"Hoa chủng tuy nhân địa,",華種雖因地，
Tùng địa chủng hoa sinh.,從地種華生。
"Nhược vô nhân hạ chủng,",若無人下種，
Hoa địa tận vô sinh.,華地盡無生。
"Kha cán như kim thạch,",柯幹如金石，
Tâm kiên nại tuế hàn.,心堅耐歲寒。
Bình sinh thuỳ kết hữu?,平生誰結友？
Nghi cộng trúc tùng khan.,宜共竹松看。
"Thiên địa nhất thân tại,",天地一身在，
Đầu lô ngũ thập qua.,頭顱五十過。
"Lưu niên tiêu tráng chí,",流年消壯志，
Không sử lệ thành hà.,空使淚成河。
"Thánh chúa ân cầu sĩ,",聖主恩求士，
Ngô thân hựu vọng nhi.,吾親又望兒。
"Thử thân tư báo bổ,",此身思報補，
Hồi thủ cảm suy di.,回首感推移。
"Khảng khái trượng phu chí,",慷慨丈夫志，
Sinh đương trung hiếu môn.,生當忠孝門。
"Vi quan tu tác tướng,",為官須作相，
Cập đệ tất tranh tiên.,及第必爭先。
"Trung dạ hốt tự khởi,",中夜忽自起，
Cấp thử bách xích tuyền.,汲此百尺泉。
"Lâm mộc hàm bạch lộ,",林木含白露，
Tinh đẩu tại thanh thiên.,星斗在青天。
"An đắc xả trần võng,",安得捨塵網，
Phất y từ thế huyên.,拂衣辭世喧。
"Du nhiên sách lê trượng,",悠然策藜杖，
Quy hướng đào hoa nguyên.,歸向桃花源。
"Môn kính phủ thanh khê,",門徑俯清溪，
Mao thiềm cổ mộc tề.,茅檐古木齊。
"Hồng trần phiêu bất đáo,",紅塵飄不到，
Thì hữu thuỷ cầm đề.,時有水禽啼。
"Nhật lạc chúng sơn hôn,",日落眾山昏，
Tiêu tiêu mộ vũ phồn.,蕭蕭暮雨繁。
"Na kham lưỡng xứ túc,",那堪兩處宿，
Cộng thính nhất thanh viên.,共聽一聲猿。
"Mẫu chỉ tài phương khiết,",母指才方嚙，
Nhi tâm thống bất câm.,兒心痛不禁。
"Phụ tân quy vị vãn,",負薪歸未晚，
Cốt nhục chí tình thâm.,骨肉至情深。
"Khai khiếp lệ triêm ức,",開篋淚沾臆，
Kiến quân tiền nhật thư.,見君前日書。
