vi,ch
Vi thần chỉ trung.,為臣止忠。
"Vi phụ chỉ từ,",為父止慈，
Vi tử chỉ hiếu.,為子止孝。
"Vi huynh chỉ ái,",為兄止愛，
Vi đệ chỉ cung.,為弟止恭。
"Vi phu chỉ hoà,",為夫止和，
Vi phụ chỉ thuận.,為婦止順。
"Bằng hữu chỉ tín,",朋友止信，
Trưởng ấu chỉ khiêm.,長幼止謙。
"Hương đảng chỉ hoà,",鄉黨止和，
Lân bàng chỉ nhượng.,鄰旁止讓。
"Hành giả nhượng lộ,",行者讓路，
Canh giả nhượng bạn.,耕者讓畔。
"Quá khuyết tắc hạ,",過闕則下，
Quá miếu tắc xu.,過廟則趨。
"Xuất nhập khởi cư,",出入起居，
Phi lễ bất chỉnh.,非禮不整。
"Ngôn ngữ ẩm thực,",言語飲食，
Phi lễ bất túc.,非禮不肅。
"Tu thân quả dục,",修身寡欲，
Cần kiệm tề gia.,勤儉齊家。
"Cấm chỉ xa hoa,",禁止賒華，
Tu phòng hậu dụng.,須防後用。
"Đắc vinh tư nhục,",得榮思辱，
Cư an lự nguy.,居安慮危。
"Đạo cao đức trọng,",道高德重，
Bất sỉ tệ y.,不恥弊衣。
"Tích cốc phòng cơ,",積穀防饑，
Tích y phòng hàn.,積衣防寒。
"Kiệm tắc thường túc,",儉則常足，
Tĩnh tắc thường an.,靜則常安。
"Cẩn bị phòng gian,",謹備防姦，
Dưỡng tử phòng lão.,養子防老。
"Sự thân ký hiếu,",事親既孝，
Tử diệc hiếu chi.,子亦孝之。
"Phụng dưỡng lễ nghi,",奉養禮儀，
Mạc tị ô uế.,莫避污穢。
"Phụ mẫu tại đường,",父母在堂，
Bất khả viễn du.,不可遠遊。
"Thân thể phát phu,",身體髮膚，
Thụ chi phụ mẫu.,受之父母。
"Bất cảm huỷ thương,",不敢毀傷，
Hiếu chi thuỷ dã.,孝之始也。
"Lập thân hành đạo,",立身行道，
Dương danh ư hậu.,揚名於後。
"Dĩ hiển phụ mẫu,",以顯父母，
Hiếu chi chung dã.,孝之終也。
"Dục hoà thượng hạ,",欲和上下，
Nhẫn tự vi tiên.,忍字為先。
"Quân thần nhẫn chi,",君臣忍之，
Quốc thế bảo toàn.,國勢保全。
"Phụ tử nhẫn chi,",父子忍之，
Tự toàn kỳ đạo.,自全其道。
"Huynh đệ nhẫn chi,",兄弟忍之，
Gia trung vô hại.,家中無害。
"Phu phụ nhẫn chi,",夫婦忍之，
Linh tử bất cô.,令子不孤。
"Bằng hữu nhẫn chi,",朋友忍之，
Kỳ tình bất sơ.,其情不疏。
"Tự thân nhẫn chi,",自身忍之，
Nhân nhân ái lạc.,人人愛樂。
"Gia trung đổ bác,",家中賭博，
Nam nữ giai ác.,男女皆惡。
"Gia trung hữu cầm,",家中有琴，
Nữ tử tất dâm.,女子必淫。
"Gia trung hữu kỳ,",家中有棋，
Nam tử tất suy.,男子必衰。
"Gia trung hữu chế,",家中有制，
Nam nữ thủ lễ.,男女守禮。
"Sự vô đại tiểu,",事無大小，
Vô đắc tranh hành.,無得爭衡。
"Tài sản phân minh,",財產分明，
Cung cấp quần chúng.,供給群眾。
"Mạc thụ châu ngọc,",莫受珠玉，
Ái tử tôn hiền.,愛子孫賢。
"Hoà mục vi tiên,",和睦為先，
Thành vi mỹ tục.,誠為美俗。
"Hôn nhân trạch phối,",婚姻擇配，
Tiên tế gia phong.,先齊家風。
"Thanh khiết khuê phòng,",清潔閨房，
Chủ quỹ tần tảo.,主饋蘋藻。
"Quả ngôn cẩn hậu,",寡言謹厚，
Chấp thuận xướng tuỳ.,執順唱隨。
"Đức hạnh biểu nghi,",德行表儀，
Bất tu nhan sắc.,不須顏色。
"Tử hiền mẫu đức,",子賢母德，
Nữ xuất cung phi.,女出宮妃。
"Tử hiếu tôn từ,",子孝孫慈，
Thê hiền tử quý.,妻賢子貴。
"Nghiệt thê bại tự,",孽妻敗嗣，
Đố phụ loạn gia.,妒婦亂家。
"Xảo quyệt thị tà,",巧譎是邪，
Kiêu ngoa thị trá.,驕訛是詐。
"Phụ nhân nội trợ,",婦人內助，
Thịnh suy chi do.,盛衰之由。
"Hiền nữ kính phu,",賢女敬夫，
Si nhân uý phụ.,癡人畏婦。
"Bất chính chi nữ,",不正之女，
Tu dĩ vi thê.,羞以為妻。
"Bất trung chi nhân,",不忠之人，
Tu dĩ vi thần.,羞以為臣。
"Sĩ chi thủ tiết,",士之守節，
Do nữ thủ thân.,猶女守身。
"Hiền thê gia bảo,",賢妻家寶，
Hiền thần quốc trân.,賢臣國珍。
"Nam quý trung cần,",男貴忠勤，
Nữ quý trinh thuận.,女貴貞順。
"Giáo phụ sơ lai,",教婦初來，
Giáo tử anh hài.,教子嬰孩。
"Dục bất khả túng,",慾不可縱，
Dục túng thành tai.,慾縱成災。
"Lạc bất khả cực,",樂不可極，
Lạc cực sinh ai.,樂極生哀。
"Nữ vật tham tài,",女勿貪財，
Nam vật tham sắc.,男勿貪色。
"Sắc dị sát nhân,",色易殺人，
Tài dị sát thân.,財易殺身。
"Thuật trá di chi,",術詐遺之，
Tử tôn giả vong.,子孫者亡。
"Đạo đức di chi,",道德遺之，
Tử tôn giả xương.,子孫者昌。
"Bản cố chi trường,",本固枝長，
Lưu truyền vạn đại.,流傳萬代。
"Bất hiếu giả tam,",不孝者三，
Vô hậu vi đại.,無後為大。
"Hữu thân bất ái,",有親不愛，
Hữu huynh bất kính.,有兄不敬。
"Cầu kỳ đệ thính,",求其弟聽，
Khởi khả đắc hồ.,豈可得乎。
"Tử quả hiền hỹ,",子果賢矣，
Kim tuy bần tiện.,今雖貧賤。
"Hậu tất phú quý,",後必富貴，
Tử bất tiếu hỹ.,子不肖矣。
"Kim tuy phú quý,",今雖富貴，
Hậu tất bần tiện.,後必貧賤。
"Cốt nhục bần giả,",骨肉貧者，
Tình bất khả sơ.,情不可疏。
"Tha nhân phú giả,",他人富者，
Tâm bất khả ố.,心不可惡。
"Thủ trọng ư nhân,",取重於人，
Thị trọng kỳ thân.,是重其身。
"Mạc hiệu tiểu nhân,",莫效小人，
Ố nhân thắng kỷ.,惡人勝己。
"Khả hiệu quân tử,",可效君子，
Thành nhân chi mỹ.,成人之美。
"Cẩu vô dã nhân,",苟無野人，
Mạc dưỡng quân tử.,莫養君子。
"Cẩu vô quân tử,",苟無君子，
Mạc trị dã nhân.,莫治野人。
"Cư tất trạch lân,",居必擇鄰，
Giao tất trạch hữu.,交必擇友。
"Hoạn nạn tương cứu,",患難相救，
Quá thất tương quy.,過失相規。
"Dụng nhân vật nghi,",用人勿疑，
Nghi nhân vật dụng.,疑人勿用。
"Dụng nhân bất cẩn,",用人不謹，
Hại tuỳ nhi chí.,害隨而至。
"Tiểu nhân thất ý,",小人失意，
Khởi vi cừu thù.,起為仇讎。
"Tiểu nhân tự kiêu,",小人自驕，
Thị tài căng kỷ.,恃才矜己。
"Vô ố tiểu nhân,",無惡小人，
Thị vi quân tử.,是為君子。
"Tài thượng phân minh,",財上分明，
Thị vi trượng phu.,是為丈夫。
"Bần nhi vô siểm,",貧而無諂，
Phú nhi vô kiêu.,富而無驕。
"Thanh bần thường lạc,",清貧常樂，
Trọc phú đa ưu.,濁富多憂。
"Vật thị phú quý,",勿恃富貴，
Tự khinh kỳ bần.,自輕其貧。
"Thị phú khinh bần,",恃富輕貧，
Thủ tiền lỗ nhĩ.,守錢虜耳。
"Cùng nhân vật mạ,",窮人勿罵，
Cùng khấu vật truy.,窮寇勿追。
"Điểu cùng tắc phi,",鳥窮則飛，
Khuyển cùng tắc phệ.,犬窮則吠。
"Nhân tham tài tử,",人貪財死，
Điểu tham thực vong.,鳥貪食亡。
"Cơ hàn thiết thân,",饑寒切身，
Bất cố liêm sỉ.,不顧廉恥。
"Tự tiên trách kỷ,",自先責己，
Nhi hậu trách nhân.,而後責人。
"Hàm huyết phún nhân,",含血噴人，
Tiên ô ngã khẩu.,先污我口。
"Ác ngôn xuất khẩu,",惡言出口，
Hung thần giám lâm.,凶神監臨。
"Thiện niệm vu tâm,",善念于心，
Cát thần tự hiện.,吉神自現。
"Tích thiện phùng thiện,",積善逢善，
Tích ác phùng ác.,積惡逢惡。
"Tử tế tư lường,",仔細思量，
Thiên địa bất thác.,天地不錯。
"Nhân hậu ngộ hậu,",仁厚遇厚，
Xứ xứ tương phùng.,處處相逢。
"Mưu thâm hoạ thâm,",謀深禍深，
Oan oan tương báo.,冤冤相報。
"Nhược trì bất báo,",若遲不報，
Thời thần vị đáo.,時辰未到。
"Chủng qua đắc qua,",種瓜得瓜，
Chủng đậu đắc đậu.,種豆得豆。
"Thiên võng khôi khôi,",天網恢恢，
Sơ nhi bất lậu.,疏而不漏。
"Hoàng thiên bất phụ,",皇天不負，
Hữu độc thư nhân.,有讀書人。
"Hoàng thiên bất phụ,",皇天不負，
Hữu đạo tâm nhân.,有道心人。
"Hoàng thiên bất phụ,",皇天不負，
Hữu hảo tâm nhân.,有好心人。
"Thương nhân chi ngữ,",傷人之語，
Phản thương kỳ thân.,反傷其身。
"Dụng tâm bất lương,",用心不良，
Khởi vô quả báo.,豈無果報。
"Phụ mẫu hành ác,",父母行惡，
Di hoạ tử tôn.,遺禍子孫。
"Hoạ phúc vô môn,",禍福無門，
Duy nhân sở triệu.,惟人所召。
"Dục tri hoạ phúc,",欲知禍福，
Tiên khán tử tôn.,先看子孫。
"Tự gia nhi tri,",自家而知，
Hà tất vấn thuỳ.,何必問誰。
"Khắc thâm thái thậm,",刻深太甚，
Trầm bệnh nan y.,沉病難醫。
"Mưu lự đa tư,",謀慮多思，
Tinh thần lao kiệt.,精神勞竭。
"Âm mưu giá hoạ,",陰謀嫁禍，
Âm hữu quỷ thần.,暗有鬼神。
"Ích kỷ hại nhân,",益己害人，
Minh hữu vương hiến.,明有王憲。
"Nhân tâm như thiết,",人心如鐵，
Quan pháp như lự.,官法如鑢。
"Văn pháp bất cô,",文法不孤，
Sát nhân giả tử.,殺人者死。
"Nhân vô viễn lự,",人無遠慮，
Tất hữu cận ưu.,必有近憂。
"Cẩn tắc vô ưu,",謹則無憂，
Nhẫn tắc vô nhục.,忍則無辱。
"Nhân gian tù ngục,",人間囚獄，
Hoàn thị vô lương.,還是無良。
"Thiên hạ công hầu,",天下公侯，
Giai do hữu đức.,皆由有德。
"Cận chu giả xích,",近硃者赤，
Cận mặc giả hắc.,近墨者黑。
"Hiền đức chi nhân,",賢德之人，
Thân nhi cận chi.,親而近之。
"Chung tự hữu ích,",終自有益，
Hung ác chi nhân.,凶惡之人。
"Xích nhi viễn chi,",斥而遠之，
Tự miễn hoạ loạn.,自免禍亂。
"Ái hiền như lan,",愛賢如蘭，
Uý ác như hổ.,畏惡如虎。
"Thành trung thất hoả,",城中失火，
Hoạ cập trì ngư.,禍及池魚。
"Nguy bang bất nhập,",危邦不入，
Loạn bang bất cư.,亂邦不居。
"Binh cách chi gian,",兵革之間，
Thủ thân vi đại.,守身為大。
"Tiểu lợi nhược tham,",小利若貪，
Bất thành đại sự.,不成大事。
"Tiểu sự bất nhẫn,",小事不忍，
Tất loạn đại mưu.,必亂大謀。
"Lợi bất khả độc,",利不可獨，
Độc lợi tắc ly.,獨利則離。
"Mưu bất khả chúng,",謀不可眾，
Chúng mưu tắc tiết.,眾謀則泄。
"Thành sự bất thuyết,",成事不說，
Ý mạc cưỡng cầu.,意莫強求。
"Nhân vô vọng giao,",人無妄交，
Túc vô vọng tẩu.,足無妄走。
"Thực vô cầu bão,",食無求飽，
Cư vô cầu an.,居無求安。
"Vô khởi tranh đoan,",無起爭端，
Vô đấu khẩu thiệt.,無鬥口舌。
"Ư ngã thiện giả,",於我善者，
Ngã diệc thiện chi.,我亦善之。
"Ư ngã ác giả,",於我惡者，
Ngã diệc thiện chi.,我亦善之。
"Ngã hữu thiện niệm,",我有善念，
Thiên tất tuỳ chi.,天必隨之。
"Bỉ ký vi ác,",彼既為惡，
Hữu ác nhân trị.,有惡人治。
"Văn nhân chi ác,",聞人之惡，
Khẩu bất đắc ngôn.,口不得言。
"Văn nhân chi báng,",聞人之謗，
Tâm bất túc nộ.,心不足怒。
"Ác nhân vật mạ,",惡人勿罵，
Cùng nhân vật ngôn.,窮人勿言。
"Nhược tranh đấu gian,",若爭鬥間，
Thị vô trí lư.,是無智慮。
"Quân tử cẩn ngôn,",君子謹言，
Thận kỳ ngôn ngữ.,慎其言語。
"Bất can kỷ sự,",不干己事，
Mạc khả đương đầu.,莫可當頭。
"Vô ích chi ngôn,",無益之言，
Tự hưu trước khẩu.,自休著口。
"Quả ngôn trạch giao,",寡言擇交，
Đa ngôn vật kết.,多言勿結。
"Đa ngôn thị quyệt,",多言是譎，
Quả ngôn thị trung.,寡言是忠。
"Nhất ngôn bất tín,",一言不信，
Thiên ngôn vô dụng.,千言無用。
"Sàm ngôn vật tín,",讒言勿信，
Phản gian vật hành.,反間勿行。
"Khứ thực khứ binh,",去食去兵，
Tín bất khả khứ.,信不可去。
"Thính kỳ ngôn ngữ,",聽其言語，
Quan kỳ mâu tử.,觀其眸子。
"Bạch nhãn giả hung,",白眼者凶，
Hắc nhãn giả thiện.,黑眼者善。
"Hữu tâm vô tướng,",有心無相，
Tướng tuỳ tâm sinh.,相隨心生。
"Hữu tướng vô tâm,",有相無心，
Tướng tòng tâm diệt.,相從心滅。
"Thuận đức giả xương,",順德者昌，
Nghịch đức giả vong.,逆德者亡。
"Thiệt nhu năng tồn,",舌柔能存，
Xỉ cương tắc chiết.,齒剛則折。
"Quân tử ngộ bần,",君子遇貧，
Thủ kỳ lễ nghĩa.,守其禮義。
"Tiểu nhân sạ phú,",小人乍富，
Tự vọng khinh nhân.,自妄輕人。
"Ẩm thực chi nhân,",飲食之人，
Nhân giai tiện chi.,人皆賤之。
"Hiếu lợi chi nhân,",好利之人，
Nhân giai ố chi.,人皆惡之。
"Tần lai dị sơ,",頻來易疏，
Toạ cửu dị yếm.,坐久易厭。
"Dĩ tiểu nhân tâm,",以小人心，
Đạc quân tử phúc.,度君子腹。
"Quân tử sở vi,",君子所為，
Tiểu nhân bất thức.,小人不識。
"Thánh nhân tích đức,",聖人積德，
Bất tích kỳ tài.,不積其財。
"Quân tử mưu đạo,",君子謀道，
Bất mưu kỳ thực.,不謀其食。
"Phi kỷ chi sắc,",非己之色，
Quân tử bất dâm.,君子不淫。
"Phi kỷ chi tài,",非己之財，
Quân tử bất thủ.,君子不取。
"Bất nghĩa chi phú,",不義之富，
Thị như phù vân.,視如浮雲。
"Cứu cấp chẩn bần,",救急賑貧，
Khoan tắc đắc chúng.,寬則得眾。
"Bình thời giảng võ,",平辰講武，
Loạn thế độc thư.,亂世讀書。
"Quân tử kiến cơ,",君子見機，
Bất sĩ hậu nhật.,不俟後日。
"Cùng tất hữu đạt,",窮必有達，
Bĩ cực thái lai.,否極泰來。
"Đãn hoạn vô tài,",但患無才，
Bất hoạn vô dụng.,不患無用。
"Sự vô vọng động,",事無妄動，
Tâm vô vọng tư.,心無望思。
"Quan bất tại ngu,",官不在愚，
Phú bất tại lãn.,富不在懶。
"Tự tri phận giả,",自知分者，
Bất khả vưu nhân.,不可尤人。
"Tự tri mệnh giả,",自知命者，
Bất khả oán thiên.,不可怨天。
"Tri chỉ thường chỉ,",知止常止，
Chung thân bất sỉ.,終身不恥。
"Tri túc thường túc,",知足常足，
Chung thân bất nhục.,終身不辱。
"Minh minh ngã tổ,",明明我祖，
Thuỳ huấn ngũ mục.,垂訓五目。
"Nội tác sắc hoang,",內作色荒，
Ngoại tác cầm hoang.,外作禽荒。
"Cam tửu thị âm,",甘酒嗜音，
Tuấn vũ điêu tường.,峻宇雕墻。
"Hữu nhất vu thử,",有一于此，
Vị hoặc bất vong.,未或不亡。
"Huấn tử nghĩa phương,",訓子義方，
Thất hiếu giả bát.,失孝者八。
"Học vấn bất cần,",學問不勤，
Đổ bác vong thân.,賭博忘身。
"Tửu sắc tranh đấu,",酒色爭鬥，
Đạo thâu bôn tẩu.,盜偷奔走。
"Tranh tụng bại gia,",爭訟敗家，
Tôn tộc bất hoà.,宗族不和。
"Phụ mẫu bất ái,",父母不愛，
Tri quá nhi cải.,知過而改。
"Diệc khả vị hiền,",亦可謂賢，
Hữu quá bất cải.,有過不改。
"Thất hiếu vưu đại,",失孝尤大，
Giáo nữ chi pháp.,教女之法。
"Tiên chính kỳ thân,",先正其身，
Phụ nhân nhâm thần.,婦人妊娠。
"Vật thực ác nhục,",勿食惡肉，
Vật thính ai thanh.,勿聽哀聲。
"Chính đạo nhi hành,",正道而行，
Khẩu vô tà thuyết.,口無邪說。
"Ẩm thực thất tiết,",飲食失節，
Cư xử thất thường.,居處失常。
"Ngoại cảm nội thương,",外感內傷，
Bệnh sinh đa tệ.,病生多幣。
"Nữ tử bất học,",女子不學，
Bất tri lễ nghĩa.,不知禮義。
"Nam tử bất học,",男子不學，
Bất đạt sự lý.,不達事理。
"Độc thư cầu lý,",讀書求理，
Tạo chúc cầu minh.,造燭求明。
"Tử tôn tuy hiền,",子孫雖賢，
Bất giáo bất minh.,不教不明。
"Cung kiếm bất học,",弓劍不學，
Bất tri trương vũ.,不知張舞。
"Văn tự bất học,",文字不學，
Bất tri hoạ thư.,不知畫書。
"Dược tính bất học,",藥性不學，
Bất tri y phương.,不知醫方。
"Lễ nhạc bất học,",禮樂不學，
Bất tri tế tự.,不知祭祀。
"Vạn khoảnh lương điền,",萬頃良田，
Bất như bạc nghệ.,不如薄藝。
"Thiên kim di tử,",千金遺子，
Bất như nhất kinh.,不如一經。
"Nhất quỹ, nhất quỹ,",一揆一揆，
Thạch miêu dao vĩ.,石貓搖尾。
"Trịch thân tróc thử,",擲身捉鼠，
Hoàn hoá vi quỷ.,還化為鬼。
"Nhược yếu phân minh,",若要分明，
Kim sinh Lệ thuỷ.,金生麗水。
"Nam hải trừ thanh,",南海儲清，
Hồng phong dựng tuý.,鴻峰孕粹。
"Tuỵ vu ngô môn,",萃于吾門，
Khánh nguyên phúc chỉ.,慶源福祉。
"Ngưỡng duy tiên đại,",仰惟先代，
Đế tạo tích luỹ.,締造積累。
"Hậu đức chi di,",厚德之貽，
Thuỷ lưu sơn trĩ.,水流山峙。
"Chung chi biền trụ,",鍾之弁冑，
Dục chi trâm nhị.,毓之簪珥。
"Chu phất tư hoàng,",朱芾斯皇，
Đồng quản hữu vĩ.,彤管有煒。
"Tích thiện dư khương,",積善餘慶，
Thi vu tôn tử.,施于孫子。
"Ngã tôn đại nhân,",我尊大人，
Đạo thuần đức bị.,道純德備。
"Văn chương danh thế,",文章名世，
Thư trạch khải thuỷ.,書澤啟始。
"Biểu lý phục cần,",表裏服勤，
Hoạn nghiệp kỳ vĩ.,宦業奇偉。
"Ôn thứ ngộ vật,",溫恕遇物，
Phương khiết luật kỷ.,方潔律己。
"Tồn chư phương thốn,",存諸方寸，
Thu nguyệt hàn thuỷ.,秋月寒水。
"Phát chư thanh mạo,",發諸聲貌，
Xuân phong hoà khí.,春風和氣。
"Hưu nhược hữu dung,",休若有容，
Trác nhiên bất ỷ.,卓然不倚。
"Tả chi hữu chi,",左之右之，
Thị kinh thị vĩ.,是經是緯。
"Thất chi đắc chi,",失之得之，
Hà uẩn hà hỉ.,何慍何喜。
"Hoàng chung, đại lữ,",黃鍾大呂，
Cửu nhi hữu vị.,久而有味。
"Cảnh tinh, phụng hoàng,",景星鳳凰，
Đổ chi vi thuỵ.,睹之為瑞。
"Thiên thọ bình cách,",天壽平格，
Duy quân tử sử.,維君子使。
"Từ chính phất hoạch,",辭政弗獲，
Mãnh miễn bồi quỹ.,黽勉陪揆。
"Luận tư tán hoạch,",論思贊畫，
Bách độ nãi lý.,百度乃理。
"Tiên cách kỳ nhàn,",先格祈閒，
Hạo nhiên quy chí.,浩然歸志。
"Dịch đạo sùng khiêm,",易道崇謙，
Lão gia tri chỉ.,老家知止。
"Duyệt cơ tái thỉnh,",閱期再請，
Nãi phụng du chỉ.,迺奉俞旨。
"Ưu lão hằng điển,",優老恒典，
Thiên sủng tải xỉ.,天寵載侈。
"Bạch trú cẩm y,",白晝錦衣，
Hương phong vạn lý.,香風萬里。
"Trượng lũ kỳ du,",杖屨耆遊，
Cầm tôn dật trí.,琴樽逸致。
"Ưu du thái bình,",優遊太平，
Dĩ giới phồn chỉ.,以介繁祉。
"Trưng chi ngô ấp,",徵之吾邑，
Cổ vô thanh tử.,古無青紫。
"Đại nhân phát khoa,",大人發科，
Song nguyên tiến sĩ.,雙元進士。
"Hương truyền hàn mặc,",香傳翰墨，
Quang sinh phần tử.,光生枌梓。
"Ngô huyện đa hiển,",吾縣多顯，
Đắc nhàn giả kỷ?,得閒者幾。
"Dương công dĩ lai,",楊公以來，
Bách dư niên hĩ.,百餘年矣。
"Đại nhân hoàn danh,",大人完名，
Á tướng trí sĩ.,亞相致仕。
"Bồ tứ khoáng nghi,",蒲駟曠儀，
Thiều bàng diên kĩ.,髫龐延跂。
"Nho thân sự nghiệp,",儒紳事業，
Đô kiêm chúng mĩ.,都兼眾美。
"Diễn dịch ân hưu,",衍奕慇庥，
Tuy tương phúc lý.,綏將福履。
"Nhi bối bất tiếu,",兒輩不肖，
Hạnh bằng ấm tí.,幸憑廕庇。
"Nhị xuyết duẩn ban,",二綴笋班，
Dư thiểm hữu vị.,餘忝有位。
"Lục đường tại ngưỡng,",綠堂在仰，
Ban vũ hiến mị.,斑舞獻媚。
"Nam Cực trường huy,",南極長輝，
Tiên xuân vãn thuý.,仙椿晚翠。
"Thai hoàng thân hỗ,",台黃申嘏，
"Kiều, Tiền niên kỷ.",喬籛年紀。
Trướng nhan “Cẩm đường,帳顏錦堂，
Xuân sắc” tứ tự.,春色四字。
"Thế thế sinh sinh,",世世生生，
Bất muội Phật chỉ.,不昧佛旨。
"Tự giác giác tha,",自覺覺他，
Vô gian bỉ thử.,無間彼此。
"Phương tiện đề huề,",方便提攜，
Nhập ư nhất quỹ.,入於一揆。
"Thiên quyến tây cố,",天眷西顧，
Đốc sinh thần võ.,篤生神武。
"Viêm tộ thức vi,",炎祚式微，
Phỉ cung chi cố.,匪躬之故。
"Tú viên nhất tự,",秀園一敘，
Huynh đệ quân thần.,兄弟君臣。
"Tả chu hữu toàn,",左周右旋，
Lịch khảm lý truân.,歷坎履屯。
"Bắc Nguỵ, Đông Ngô,",北魏東吳，
Tam phân đỉnh túc.,三分鼎足。
"Thất mã đơn đao,",匹馬單刀，
Đế Hán ư Thục.,帝漢於蜀。
"Xích tinh nhất tuyến,",赤精一線，
Xung mạc khả hồi.,沖漠可回。
"Cao, Quang cựu vật,",高光舊物，
Thoá thủ trùng khôi.,唾手重恢。
"Phỉ trực dã dũng,",匪直也勇，
Phỉ trực dã trí.,匪直也智。
"Trung nghĩa lưu quang,",忠義流光，
Thiên thu ngưỡng chỉ.,千秋仰止。
"Bí cung hữu tuất,",閟宮有侐，
Di tượng hữu nghiêm.,遺像有嚴。
"Mặc phù ngã việt,",默扶我越，
Hách hách viêm viêm.,赫赫炎炎。
"Tạc nhật cựu trủng quật,",昨日舊塚掘，
Kim triêu tân trủng thành.,今朝新塚成。
"Trủng tiền lưỡng Ông Trọng,",塚前兩翁仲，
Tống cựu hoàn nghênh tân.,送舊還迎新。
"Cựu hồn vị xuất tân hồn nhập,",舊魂未出新魂入，
Cựu hồn hoàn đối tân hồn khấp.,舊魂還對新魂泣。
"Cựu hồn đinh ninh ngữ tân hồn,",舊魂丁寧語新魂，
Hảo địa bất dụng đa tử tôn.,好地不用多子孫。
"Tử tôn miên miên như bất tuyệt,",子孫緜緜如不絕，
Tằng tôn bất quật huyền tôn quật.,曾孫不掘玄孫掘。
"Ngã kim quật hĩ lương khả bi,",我今掘矣良可悲，
Bất tri quân quật hựu hà thì.,不知君掘又何時。
"Thụ căn diểu diểu,",樹根杳杳，
Mộc biểu thanh thanh.,木表青青。
"Hoà đao mộc lạc,",禾刀木落，
Thập bát tử thành.,十八子成。
"Đông a nhập địa,",東阿入地，
Dị mộc tái sinh.,異木再生。
"Chấn cung hiện nhật,",震宮見日，
Đoài cung ẩn tinh.,兌宮隱星。
"Lục thất niên gian,",六七年間，
Thiên hạ thái bình.,天下太平。
"Ngưỡng bỉ sóc phong,",仰彼朔風，
"Dụng hoài Nguỵ đô,",用懷魏都，
"Nguyện sính Đại mã,",願騁代馬，
Thúc hốt bắc tồ.,倏忽北徂。
"Khải phong vĩnh chí,",凱風永至，
"Tư bỉ man phương,",思彼蠻方，
"Nguyện tuỳ Việt điểu,",願隨越鳥，
Phiên phi nam tường.,翻飛南翔。
"Tứ khí đại tạ,",四氣代謝，
"Huyền cảnh vận chu,",懸景運周，
"Biệt như phủ ngưỡng,",別如俯仰，
Thoát lạc tam thu.,脫落三秋。
"Tích ngã sơ thiên,",昔我初遷，
Chu hoa vị hy.,朱華未希。
"Kim ngã toàn chỉ,",今我旋止，
Tố tuyết vân phi.,素雪云飛。
"Phủ giáng thiên nhận,",俯降千仞，
Ngưỡng đăng thiên trở.,仰登天阻。
"Phong phiêu bồng phi,",風飄蓬飛，
Tải ly hàn thử.,載離寒暑。
"Thiên nhận dị trắc,",千仞易陟，
"Thiên trở khả việt,",天阻可越，
"Tích ngã đồng bào,",昔我同袍，
Kim vĩnh quai biệt!,今永乖別！
"Tử hiếu phương thảo,",子好芳草，
Khởi vọng nhĩ di?,豈望爾貽？
"Phồn hoa tương mậu,",繁華將茂，
Thu sương tuỵ chi.,秋霜悴之。
"Quân bất thuỳ quyến,",君不垂眷，
Khởi vân kỳ giới?,豈云其誡？
"Thu lan khả dụ,",秋蘭可喻，
Quế thụ đông vinh.,桂樹冬榮。
"Huyền ca đãng tứ,",絃歌蕩思，
Thuỳ dữ tiêu ưu?,誰與消憂？
"Lâm xuyên mộ tứ,",臨川慕思，
Hà vi phiếm chu?,何為汎舟？
"Khởi vô hoà nhạc,",豈無和樂，
Du phi ngã lân.,遊非我鄰。
Thuỳ vong phiếm chu?,誰忘泛舟？
Quý vô bảng nhân.,愧無榜人。
"Ái ái bạch nhật,",曖曖白日，
Dẫn diệu tây khuynh.,引曜西傾。
"Thu thu kê tước,",啾啾雞雀，
Quần phi phó doanh.,群飛赴楹。
"Hạo hạo minh nguyệt,",皎皎明月，
Hoàng hoàng liệt tinh.,煌煌列星。
"Nghiêm sương thê sảng,",嚴霜凄愴，
Phi tuyết phú đình.,飛雪覆庭。
"Tịch tịch độc cư,",寂寂獨居，
Liêu liêu không thất.,寥寥空室。
"Phiêu phiêu duy trướng,",飄飄帷帳，
Huỳnh huỳnh hoa chúc.,熒熒華燭。
"Nhĩ bất thị cư,",爾不是居，
Duy trướng hà thi?,帷帳何施？
"Nhĩ bất thị chiếu,",爾不是照，
Hoa chúc hà vi?,華燭何為？
"Nhân sinh thọ xúc,",人生壽促，
Thiên địa trường cửu.,天地長久。
"Bách niên chi kỳ,",百年之期，
Thục vân kỳ thọ.,孰雲其壽。
"Tư dục đăng tiên,",思欲登仙，
Dĩ tế bất hủ.,以濟不朽。
"Lãm bí trì trù,",纜轡踟躕，
Ngưỡng cố ngã hữu.,仰顧我友。
"Lương mã ký nhàn,",良馬既閑，
Lệ phục hữu vựng.,麗服有暈。
"Tả lãm phồn nhược,",左攬繁弱，
Hữu tiếp vong quy.,右接忘歸。
"Phong trì điện thệ,",風馳電逝，
Nhiếp cảnh truy phi.,躡景追飛。
"Lăng lệ trung nguyên,",凌厲中原，
Cố miện sinh tư.,顧眄生姿。
"Hạo hạo hồng lưu,",浩浩洪流，
Đới ngã bang kỳ.,帶我邦畿。
"Thê thê lục lâm,",萋萋綠林，
Phấn vinh dương huy.,奮榮揚輝。
"Ngư long sàm trác,",魚龍瀺灂，
Sơn điểu quần phi.,山鳥群飛。
"Giá ngôn xuất du,",駕言出遊，
